"","GSM5033982","GSM5033975","GSM5033946","GSM5033948","GSM5033951","GSM5033952","GSM5033953","GSM5033955","GSM5033958","GSM5033960","GSM5033962","GSM5033964","GSM5033966","GSM5033969","GSM5033972","GSM5033976","GSM5033978","GSM5033981","GSM5033985","GSM5033987","GSM5033989","GSM5033991","GSM5033993","GSM5033998","GSM5034001","GSM5034004","GSM5034007","GSM5034008","GSM5034010","GSM5034011","GSM5034012","GSM5034013","GSM5034015","GSM5034017","GSM5034019"
"ASAH2C",-9.96578428466209,-2.56260020812894,-9.96578428466209,-9.96578428466209,-3.1978344313355,-9.96578428466209,-9.96578428466209,-1.85494229692113,-1.1154206832853,-9.96578428466209,-9.96578428466209,-3.16941035572538,1.20689471054097,-9.96578428466209,-9.96578428466209,-1.9992382209378,-9.96578428466209,-9.96578428466209,1.3597023713983,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-2.85951342328505,-9.96578428466209,-9.96578428466209,-1.31600450576144,-2.81969668026498,-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.28164355390391,-9.96578428466209,-9.96578428466209,-9.96578428466209
"PAG1",4.28776932217769,5.33117898958573,3.81579396364509,4.86202426914613,4.16867249967521,3.95356140314772,4.00895794657511,3.59897785064936,5.65315846715859,2.32436763204528,4.48753791997561,5.48287586265264,3.91731277187241,4.08049513957096,6.03945446522086,5.60417928096422,4.52902619795574,5.44957242215829,3.74445898538827,5.57435086904542,5.33849295826591,2.61548069938571,5.10083177353204,5.68848399428185,5.03525011109456,3.62000659210174,3.12214893622615,5.39350645908008,4.43076810056748,4.02093817385423,4.6973394323644,4.4510664502953,3.32822485999339,5.37804171126527,3.01900691950447
"PCDHA6",-3.10912732427941,-2.23067841330345,-1.66980940940433,-2.66877256026125,-5.79503682578087,-9.96578428466209,-4.71742594918822,-3.50995810323561,0.359216113717462,-9.96578428466209,0.163183725768976,-2.6696321953008,-9.96578428466209,-1.21251388858394,-3.4685978128994,-2.34207310157256,-2.17547381005903,-5.06267746588234,-2.30005461270105,-0.594478463286532,-0.646855245686309,-9.96578428466209,-3.04180769059575,-1.72420998908266,-2.55114517028025,-5.57531372796185,-1.56660094901435,-5.43254369170973,-0.259264370132646,-5.84052481354252,-4.14685223492344,-3.25951779857748,-3.08313770405996,-2.47901107908474,-9.96578428466209
"SIRT4",-2.24760506081665,-2.47246237373015,-1.80220960033206,-2.97996337101946,-1.83521139873772,-4.22493479937442,-2.79621301956864,-1.30029249455479,-1.95517346659467,-4.63327759733511,-1.29481780521833,-1.33072862262193,-1.84626838518563,-1.69841585046465,-1.6236950512447,-1.17413566718245,-2.03382155202484,-0.116139816921143,-1.76767447447295,-1.66798251839298,-1.4504359755788,-2.39738576019991,-2.87113195674321,-1.36061820062633,-1.23736713874413,-2.06563324675028,-1.67803797036904,-1.70061710631722,-3.20489884138822,-2.74394905208522,-1.99486432549406,-2.31657651051857,-2.76671100724463,-2.24111422578061,-3.83447306200061
"FH",7.89728125564603,6.60289020409771,8.68553842611553,6.12619329799471,6.66184395433703,5.51962235968036,8.62989039506544,7.34996153537973,9.7395767540082,5.38680907759509,8.69189918791674,8.83672926365746,8.76408710419458,7.31671797437252,8.74428590582738,9.32696999306881,7.0263218813565,8.84672576512707,8.32793556391753,6.32159513395318,9.24751942117229,4.64264172343383,6.06098729548874,9.21089464660089,9.41611482913986,7.49586440543541,7.38981200664562,7.98796731404614,5.88088198763967,7.63671326579328,6.86765318836954,8.3440447614607,6.70916262718436,8.59020871721562,6.08170621138739
"CEBPE",-2.55842909349694,-0.636150504189295,-2.52643129839088,-2.11702662685489,-0.343661653841984,-1.47317423393111,-2.60742988572368,-1.79686400265243,-2.22343661439236,-3.05245654193013,-1.64813301394882,-9.96578428466209,-4.53450726503301,-2.69136337770209,-0.255831541797293,-1.52752989184186,-2.03643552885304,-1.96642898651402,-1.35648362885383,0.75534018753994,-1.67478778356185,0.17860637396577,-1.32551540065058,-2.80164312152866,-1.82988548461595,-3.48985622038413,-0.259587860707788,-1.54502499772651,-9.96578428466209,-3.76625308158816,-2.02710592265886,-2.80173794053529,-1.62937794617885,-0.6082706266991,-9.96578428466209
"IGFALS",3.55597711665091,1.27267113130086,0.496305724533989,0.0780436908332892,3.1157726535649,-1.66494557687361,-0.998351382941733,1.98341676617079,2.24310837617928,0.13681231971382,1.54780656216323,-0.0925746959258813,7.14076489419151,0.41788077978621,2.71315794772472,1.89106132164254,0.766139990229778,1.03595556236098,0.618340104578999,2.23230126842915,0.936365249386404,3.65752831446239,-1.29553998178655,0.804101635121849,1.83928584386183,0.69471075442979,3.00413024957143,4.23003689930428,0.757547988014956,0.353685596901713,-0.0945164190696301,-1.34515350322971,1.38770800781021,-0.992585679771365,-0.375870819635362
"TIMP3",9.58324208601925,7.49959266015273,9.65440178647046,9.62399387105671,6.97943389805323,8.82035758694235,9.56219208470529,7.11809214713149,11.3448007033735,7.43794716216488,14.1300454416693,10.1671451101778,10.7871033148787,10.4156076007898,12.8648880544382,10.2060036992693,8.30408766912211,10.7591892587065,9.35301847084039,10.5050568944511,10.4250796490985,6.79747491282136,9.90772569206017,12.5281097242361,11.9303905180686,8.39897344655253,10.5913385916335,10.4909748312589,7.37248447771131,9.09365077895035,10.8447292800872,10.6408911524768,7.44764989746478,13.1252998115382,10.3728955820454
"C22orf31",-2.35744536623502,-9.96578428466209,0.585827040784124,-1.18096332654758,-9.96578428466209,-9.96578428466209,-1.99336055876223,-1.76480454340785,-2.02222254659137,-4.41620686238312,-0.711237393590799,-1.5029365910277,-2.35882109798563,-1.8559554753985,-3.70889579952317,-1.90913383784369,0.523303149954478,0.815799248179667,-0.22678758839089,-2.08169389315223,-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.19130651006324,-0.800338867745951,-1.30050286005341,-1.22576786718313,0.168711158266122,-9.96578428466209,-0.359678486586167,-9.96578428466209,-1.05419780668598,-3.32412210866747,-0.99046984317405,-2.1348088367369
"SAMD15",2.72458394449333,3.63047259393746,2.02384462473855,2.13272477022385,2.10318173486368,0.737554555605166,2.44706509429567,2.79505361402585,2.40428872655714,0.999295796758417,4.18807412513698,3.71660286666251,1.61382979431073,2.45570942220037,3.88346678336626,4.01687019823581,1.51081640303829,5.56163161180387,2.15886936770507,3.39888173877122,2.9824680302685,3.62578745786624,1.02037954946877,2.70721241843985,3.46810695322284,1.95154547787228,1.78834524689502,2.72713533139544,1.49099907994228,2.5909309905141,2.80786477074557,3.7543086310992,2.08685403575898,3.23033903734752,2.12066521026985
"MMP9",5.98774510870365,7.42698680586873,5.96038004115992,7.64835996075459,5.20809382762638,7.52229631412759,4.94319551280196,2.91535275630025,5.75484104359482,3.40759514736386,7.54265693592369,6.37917027372004,4.51509693000107,8.30866096102639,9.51110269472022,8.58650195342301,5.7943892506598,8.57072663737625,7.5565445611128,9.15883103051338,8.34200157728536,6.91992520367209,10.3241824154675,7.81820550289933,7.55798824576215,4.29577311165853,4.22839756237364,6.98022398864678,6.92483007883824,4.3234182902488,7.13010862685689,6.88250644046843,6.76409901408358,8.72991172558632,7.70006115413608
"TUBB1",1.83599722294275,0.201005698722497,0.381770880241629,1.77769476735339,-0.843635842695668,3.05677845093657,0.413921772942104,0.228433697557833,2.10135333358452,0.705737476345587,1.3769809794706,1.70646160436084,-1.18803402680266,1.13013022499556,3.99125730766776,2.60044096076882,0.130644032232615,1.66412211062183,-0.466603766276639,4.58244599917182,1.56316806785681,-0.151873771940078,2.240825304432,0.773712825237309,1.27954709294135,-0.846440889050991,2.59398089513419,1.4132738331142,-0.286901183145503,0.194289828157583,1.09192336646691,1.07320525166227,1.86220373028607,1.72515528921678,0.134607264668742
"AVP",-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-6.77958676724358,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"SNTA1",3.59500209346109,2.94220647096279,5.12731415768718,3.79497156925749,1.09788823296576,1.73436471433199,3.75409260898904,3.9665056252013,4.50689043447544,1.68277188989565,4.57124377358341,3.47700495295242,3.83535869450365,3.60933988889829,4.59326566089058,4.69686694154398,2.42485776798889,4.91698959547214,4.41790721244059,4.27541612997549,5.6480489023792,4.45170711377486,2.12607719443802,5.00074207228657,5.64616692137832,3.76374498851931,3.19372400726588,4.60427392607474,1.31703548148417,3.10904542010753,3.44307842348515,4.13837513080499,2.08440867464432,3.90272180201969,2.99128508872445
"OXT",-6.51098598670779,-6.98448987067684,-9.96578428466209,-3.72664171485116,-7.52592065535699,-7.14618016340238,-6.55571580910151,-5.40632923405392,-3.48855116005899,-9.96578428466209,-3.26133103827891,-1.74189962408718,-4.16479368123498,-4.8655604259352,-3.82151404346832,-6.47890848265455,-5.84624072968924,-1.29564561004146,-5.19567302145385,-4.43350355939277,-9.96578428466209,-5.63831528430371,-9.96578428466209,-9.96578428466209,-6.37681946209186,-5.21174819962152,-5.44881145476592,-9.96578428466209,-9.96578428466209,-5.22794911172047,-9.96578428466209,-7.01582441923451,-5.64194900955834,-3.29968435848305,-4.13661873118126
"CST4",-1.58186359099848,1.43805910715683,-1.54977357534342,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,0.558908512372405,0.0875717479256428,3.58560987748761,-2.39880597638648,-2.99109282218006,-2.71047451867513,3.85501398164625,1.77141946230153,-4.82740375256804,-0.289110691235655,-1.59743888081495,-9.96578428466209,-0.237504008950096,-9.96578428466209,-9.96578428466209,-1.41209157719538,0.36925001596367,-2.92939712835783,-9.96578428466209,5.14187804142186,-9.96578428466209,-9.96578428466209,1.2702919389498,-9.96578428466209,-4.93033794862678,0.297465976680885,2.16765205725034
"TLR8",-1.14805900736314,2.00497250227437,-1.57841575975623,-0.494068335972313,-5.75309441890612,-0.31623558983998,-1.35731957725504,-3.46608539108862,-1.64287460021699,-1.60690671335446,-2.10942379689464,-0.923911332991622,-1.97983071018504,-0.406337923501596,0.91097762418219,0.598955059316814,-1.12421853881726,0.151183323353131,-0.0518568847879053,-0.352116501727011,0.420179975322876,-1.72053051438156,0.600393900414622,0.331907924885907,-0.177339390171451,-0.701835898892519,-0.570170193630318,-0.414317227992238,-1.85524839391779,-2.33792205598183,1.73511344674188,0.421662967598242,-0.452135234607652,2.42051050341484,-1.42744173711252
"PIM2",5.01651785992665,5.37424596878707,4.60511121734149,4.97105685431349,2.46758749533133,3.70000841606859,2.62070603742592,2.73176942218903,4.91422598477376,3.74304502091049,3.63440882714169,3.74114102298353,3.9407135997476,5.57479883213533,4.65126781968582,5.87055037862815,3.91016319804139,5.35681023665084,4.03041312427885,4.17616423796648,5.40708437838625,3.73186252342256,4.45812437423355,6.38200324423081,3.44656738597612,3.3750140214134,3.91096817847536,7.05729956969534,4.38978632910115,2.90929257634158,3.71499316759287,4.03991683763587,4.44840837559183,4.69181710423132,4.9105946204233
"RS1",-1.59495812215774,-2.12389431308725,-1.14889744712088,-1.15245831293983,-9.96578428466209,-9.96578428466209,-3.22007499265258,-9.96578428466209,-0.386204211937603,-3.08455522744505,0.5383539713758,-9.96578428466209,-3.17260085493077,-1.43965721982994,-1.95673956665022,-2.14264319791355,-2.13875824217488,0.219183977878863,-1.77990740472926,-3.30792032515253,-3.28262603544405,-9.96578428466209,-9.96578428466209,-2.42132132915732,-3.0255231273119,-2.53016833531246,-1.72187882959148,-3.9514352760793,-9.96578428466209,-2.075329982032,-9.96578428466209,-3.15323876225194,-4.53917009764766,-9.96578428466209,-9.96578428466209
"FAM189A1",3.41177188324973,0.99396217939633,-0.34875585982986,7.00340021211703,0.0327356370312476,1.07024521992673,0.738714113433466,-0.615500447627547,-9.96578428466209,0.0280039481140172,5.52589592654477,5.02583789353979,-1.79418761594691,2.76907466405637,0.0105130077345402,3.32504733575173,1.50488553351868,3.60453105317896,0.187827779204252,-0.933053557433747,0.091089378511426,-9.96578428466209,-9.96578428466209,-0.0411165472569228,2.51932623198473,2.43317193127574,3.19603302829574,1.41308145622706,5.23278398726067,-2.01105575897856,-9.96578428466209,6.54528323677905,1.51430408031181,3.006840407963,-0.309295050002775
"CGB2",-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.2617141979009,-9.96578428466209,-9.96578428466209,-4.45124308002749,-9.96578428466209,-2.71963871966293,-9.96578428466209,-3.15663342390663,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.59986525634608,-4.66652228639792,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"CGB",-4.58617007845189,-1.5628889768805,-9.96578428466209,-2.17108071671083,-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.85096585327734,-4.25663971551056,-3.51719377837052,0.201190038036052,-2.75365750940398,-4.58751966896985,-4.31104382584641,-2.39172115483472,-1.99526329379619,-9.96578428466209,-2.02050686358826,-9.96578428466209,-2.16778083707947,-2.14234954608796,-9.96578428466209,-2.95714475168063,-4.41977981901517,-3.45833473882296,-9.96578428466209,-4.45357297165459,-4.38052278700325,-9.96578428466209,-2.51014208424085,-3.0750826064788,-5.13639714097786,-9.96578428466209,-3.96400196987923,-9.96578428466209
"KCNA7",-0.445354019051786,-0.823634500484193,-0.845499216353692,0.471306405832866,-0.977903876508668,-1.33119770443253,-0.342782087715143,1.81119843926476,2.34915779030904,-2.78287617786257,2.42659731189139,-2.16795803574157,-1.44476997122086,-2.74132499277683,0.360701311493104,0.32605468939912,-2.08651774660301,-0.560808929424408,-0.21615275806632,1.9175687731372,-0.919606925604578,0.905416962014112,-2.95317385680419,-1.63514877993188,1.73960726008344,-0.968659323948659,-2.15317356294064,-0.944677011368589,-0.491542948467598,-1.37313691184238,0.0879926502523644,-3.58171291842402,-2.99452461575163,0.603220671866935,-2.53715066031546
"GRIN2D",3.51222321989052,0.962064550014458,0.203707680755232,4.5619619985319,3.31183400218018,2.45094040245184,0.789825910051452,-0.78144549051868,3.50415032783286,1.84485305275388,4.93037596592069,1.83126862450105,2.97068890134075,2.88395950063907,3.90115148266575,4.85710659451274,3.12032743863698,4.87139238214866,0.427632383224255,0.721206804964393,0.664909711092229,3.28082922159097,0.901898434409138,4.08416985318547,3.57704758950426,-0.831951975921409,0.875610120418411,3.39174194679056,2.90031343106628,2.82587608745231,1.84939554058669,4.00689409172927,1.1789728870423,4.52248512320115,-1.94663571474687
"FAM83E",10.4518774330169,8.70950232185177,9.24550865082805,10.3605631175777,9.8075973741041,9.07918085080203,9.0917026121521,9.05087351551137,8.58382317166341,8.54445416486356,8.82770446611535,10.8218155074873,9.49044091520981,8.71569376527842,8.94230279495589,10.7166734101647,10.9489246770579,9.9208708564721,8.86473306180226,5.19329243054868,10.5024796864039,9.86428013817995,6.01729032633188,10.3016481116034,10.0715406274736,9.60059167816162,9.62847292997592,10.0116724022874,9.35957309015308,9.00559123536729,7.12544728281734,9.28142341110568,10.135920972818,9.00714325644939,6.06416208980222
"RASA4",4.30583840429034,3.03810208944005,1.01673586875637,3.51508041286921,1.13556392803105,3.3538538611565,1.52000683023473,3.48599879305771,3.22764478095291,1.48682944887338,-9.96578428466209,2.84186497776652,2.68311891176666,2.65766127412228,4.93373964559149,2.82665323826581,2.87119120315182,2.90083320959722,2.19092347658708,6.62721797291769,1.45687687503004,3.92086145392538,-9.96578428466209,4.01216060595906,4.59029548948059,2.50432010378914,1.12021284151851,2.36439921880398,4.69252773181052,4.74210556142964,1.5182955739432,4.08953920434057,2.05479254093903,0.619329784955197,3.1145933730538
"NPVF",-9.96578428466209,-9.96578428466209,-0.448787940287077,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,0.283309313371491,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"HOXA6",-1.22577317630296,-1.09037327730397,-0.802493707094349,-2.66612807769144,0.0164548912354156,-5.83897947197802,-1.72738038354123,-1.32227482944636,0.0144036826430045,-4.21743173989921,0.708742475651639,0.176234455087856,-1.44898239091992,-3.32565364997156,-1.42602594404622,0.414871392093228,-1.86920946525894,-0.776193767269795,-0.362216919783209,-3.74005531276574,0.205933413507569,-2.45421953051516,-5.48736072306205,-1.30468964350476,-0.276356555423701,-1.58670572072948,-3.72952643719027,-2.46452766685007,-1.49372807616379,-2.33075795502787,-2.49439927084389,-1.37716966605159,-1.8620802923405,-1.35872025944809,-4.68217604919504
"FAM188B",0.617633744700625,0.260173792872408,0.0749364696503575,0.199987169679645,0.193712585089997,-1.6151965593461,-0.223820959107625,-0.211246251719517,2.94148959104913,0.29349693255242,0.78838436474958,1.0633964521342,-0.316658032567976,-0.498978267572547,1.46547185043801,0.188935899858271,-0.654152861265346,1.57784508469886,0.383009083141404,1.09309739991311,1.08017440722014,0.0906964206017694,-1.94405884597524,0.697950126597172,1.18898038536077,0.187509354720701,-0.236244619996743,0.0355543318485435,-0.476794148444277,-0.0651433547286385,-0.542855579309894,0.0988507356192091,-0.404425796865547,0.733385363527798,-0.590006885414317
"GBF1",6.09197656910879,6.25058889401657,6.38272833158508,5.46593309961755,5.3591765951392,4.76106500017976,5.76163103125974,6.76383084460246,6.87402693773074,3.80789454616735,7.22808524605114,6.50106017242327,6.08898114084927,5.57390042269848,6.75022834179534,7.31690921809926,5.49915102369895,6.56411185075251,5.38437973544136,6.43960982076794,6.71340260425371,5.03749867225974,4.37451101465195,6.13480814908245,7.55482801989501,5.72430813038973,4.67130927083254,6.42088858019092,5.42468845491995,6.06197033672516,4.30118680354998,5.83197862119806,5.15908286221981,6.87898927071508,4.51354658882503
"SMC3",7.86276594867125,6.69071852382608,6.70145791187974,5.56100266887858,5.75431296091924,4.78816471841786,7.20793420773327,7.40934866944564,8.53921536104383,4.11283186220217,9.22175233335126,7.31935798601505,7.0595606316582,6.26057465719811,7.08986491136061,8.16776925679304,5.28347564429606,7.28278713085826,6.41148476964636,6.25906270785621,7.87046381937719,5.15316272627346,5.63895700815383,7.72157611670556,7.9232537391342,6.27315032153018,5.56903350798416,6.39540621288388,5.96137695177504,7.19789994447981,7.15824266725452,7.47925141854467,5.41133810693901,8.08269072696749,5.51471019300636
