"","P_5","P_7","P_8","P_9","P_10","P_18","P_19","P_22","P_23","P_25","P_31","P_37","P_42","P_43","P_47","P_50"
"VTN",1.88326464743157,-9.96578428466209,2.95293398890745,2.72844046324341,1.59476602741068,2.61274690297652,2.77093638015271,5.21572844228067,3.13568332264227,1.53860125500667,1.27984436850089,3.50970907130412,3.02161940294196,3.43886587418943,3.41263472764502,2.00919290550149
"NFKB1",8.20010756471688,8.54514686327312,9.07332703023411,8.04455160772177,9.02523651503653,8.92904617593173,7.67395975355041,8.54514686327312,8.54314151083283,8.73361818481759,8.30244204836346,8.04254403509848,8.90599865814666,7.79251390987304,8.53512002651674,7.53022418766525
"IL2",5.2865385617804,3.94854693510869,5.37877002367776,2.40703483053807,2.06018968192852,3.47377838576229,3.85787065236007,3.95599869875862,4.45786427420398,2.03784432889712,3.69801465644034,-9.96578428466209,4.25649849073016,3.00813627265175,0.411932914700323,2.00919290550149
"PPARGC1A",8.09072290123169,8.59828602570675,8.95209294064846,7.07333778654955,5.67914211609752,9.22960121065585,8.98816465423178,6.49207676529126,5.36955324086417,8.6283625546284,7.62572097498181,9.17751309652326,5.78306088476336,7.16197090945261,7.78347322911551,8.52308757523118
"IL10RA",8.78774256667104,9.77335403901076,9.14245197211326,8.75466711078184,8.59026534710072,9.45194357945767,7.89194497172859,8.52609571344387,8.31849239700816,10.0586492295037,9.78636881234989,9.98157514055508,9.98157514055508,8.29040391757272,9.8944865259787,8.31347672318603
"CD81",13.0098252705609,14.3399305007129,14.349930980791,13.0298276762564,13.7798975381698,14.5199386529443,12.2797101753616,13.3498619582799,13.1998468323186,13.1898457668962,13.299857090008,13.359862911849,13.2698540870135,12.9898228312791,13.3798647992705,13.6698894199886
"IL23A",5.20545865504164,3.35675648760601,3.83755225704799,5.49539942980253,4.07068143799622,3.47377838576229,3.72384562305133,4.50696486411152,3.9016531780314,4.11408267019049,5.37364975978162,-2.97627372632834,4.17852431342146,3.36224314742736,3.7818475123829,3.21896665202205
"LTBR",10.0086015715911,10.919255945991,10.4689834963026,9.72429714146715,10.8492189440781,10.4689834963026,10.3589029298789,10.2988563234907,10.5490383471832,10.7391570443129,10.809196979495,11.2794202924884,9.63719122678566,9.52905053011843,11.2794202924884,10.4589764234515
"IL26",3.61599515100335,5.31012246585901,5.21880900468889,3.31389628676107,4.41915955102068,3.18792999165635,3.23003544799947,5.87667695957283,3.39840913528647,-9.96578428466209,2.73304245497457,3.19125848250934,3.47486827132888,5.7097208779204,3.41263472764502,1.56942640398709
"IFNG",5.69749084418162,5.37160153458096,4.30486293113383,4.61744826773362,4.879861829738,4.75975758720534,6.21979112635164,4.34580644571623,5.36955324086417,8.18605977534898,6.01488195241701,5.87464293085146,5.90819831639168,6.35854186545836,5.01716629869017,2.84748678045198
"GAPDH",13.8399017121849,13.3798647992705,12.9398165830404,12.1096739262352,13.3798647992705,13.1698436137656,12.869807463549,14.2999285467736,13.8599030653878,13.1398403275765,12.8298020502412,14.3299300172954,12.4897494392191,14.5299390767083,13.0598312228352,13.409867581789
"ULBP1",4.97900964139095,4.10138733128033,2.95293398890745,2.40703483053807,3.73997344873641,3.81828599871086,2.29582652298125,5.11911495031193,5.4585919358767,2.40822310740318,3.81078897884433,-2.97627372632834,4.91190205694251,6.56889816903251,1.52783997422417,2.34502711676025
"IL17F",4.52157688223551,4.24071017289107,1.18866578299233,0.403167170646169,2.41059919627991,3.02049633740265,2.47216370127143,4.65177545342951,-9.96578428466209,0.768034525819879,3.13011389407313,-9.96578428466209,3.02161940294196,3.28195053020425,2.58245560512665,-9.96578428466209
"CCR6",5.94377341812956,4.69022645438769,5.26089296063185,4.31431634307155,6.42128051027636,4.70580377256434,3.32489704318202,3.71308670217448,2.98338090779092,4.93256101780194,4.79396015917682,4.87779392157469,5.78306088476336,-9.96578428466209,4.52783728434456,2.84748678045198
"VEGFA",11.2994282750746,10.4189476362999,10.3789180392324,9.31473856612779,10.5390316561136,9.24863262087038,10.0586492295037,14.0199132413978,9.67123338157929,8.60129375059327,9.35580197756407,11.4594883025028,10.5190181339357,11.9896456407985,10.398932940416,11.4494847427296
"SEMA5A",10.6691151224966,10.178757084124,11.4294775487036,8.61733467909774,11.1793786759122,9.05128591845244,7.89596177171264,7.99937864859682,11.3494477538523,10.4389621297146,7.84675271322438,10.3088642265519,8.24224817237554,9.82341013738948,11.2394039913249,11.3094322250443
"GZMK",8.6123219377907,8.64841269472569,8.13387814144402,7.66491558858313,8.70154224470531,8.23723164793211,8.19509055047898,0.141885041131139,7.47994920772653,9.59613905216571,9.29671015171752,8.73361818481759,9.02122883502405,6.39699838726128,7.72118594814842,7.53022418766525
"ITK",10.0386303644968,7.5442994804449,7.9170492083211,6.85863418233361,7.45380238573033,7.67194996302608,8.20412113357095,6.14578713566518,7.24150708545982,8.94507878690922,9.01722113364746,8.17201151836642,8.47094378289252,5.5291217555723,6.71938704499177,6.60123115227809
"IL12B",4.45263656966159,-9.96578428466209,4.04312082304791,2.99238833372897,4.16585935714094,2.83153281188467,3.97940343673852,-9.96578428466209,2.8132730654608,3.89845242877635,4.27122651308132,2.78353935718392,3.18903957282725,3.00813627265175,2.58245560512665,-9.96578428466209
"IL5",4.65073569785342,-9.96578428466209,2.95293398890745,3.5770219640107,-0.466706492359708,3.02049633740265,1.58277692528383,4.34580644571623,-9.96578428466209,-9.96578428466209,3.57593822309418,2.21115972762189,3.33918667502793,2.22573562545689,2.91448850338663,-9.96578428466209
"LIFR",9.75433220605299,10.3889255156651,10.3789180392324,8.39672998326956,8.59427570077409,7.91202850585357,5.5954960941231,7.81159895887333,7.43670493788416,7.43871646236842,7.859808874534,9.38584724597768,7.19016433718026,8.61933976323776,8.28538793559816,6.12043129048339
"PDGFRB",10.2488159752711,13.2498520500396,12.2296999536549,11.0693294380585,11.7495814950801,11.7895929407338,7.88391123110775,9.55208138340229,11.1393612042467,9.81440018279153,10.0286208333736,12.9898228312791,10.5090113021765,11.7695872575853,11.5395159093014,9.87446538742804
"CD86",6.69111897509288,6.31197269907506,6.41521042405494,7.0148987184955,7.0148987184955,7.06527827760258,6.1437588976268,7.48296597813631,7.05318838850788,8.09975577873563,7.36528523095115,7.14988684764068,7.59958826385821,5.84209189475394,8.18806663092448,7.59456246573303
"WNT5A",7.52921878144828,7.88792812490401,8.15695929033009,6.94736887374098,8.76068095901844,7.95922029391626,5.94885442406769,9.05529344011534,6.94434456426467,8.36964919578898,6.9130903594634,10.4489693013698,7.52318626490743,6.16910903594331,7.52821337146244,7.41860049122681
"ACVR2B",6.15288565676367,6.83341708631281,6.58910715725779,6.61739486643268,5.86142057081483,6.04534056946973,7.21634059551165,7.84173097702439,6.15491371672852,6.15694173727633,7.54731551926522,7.14988684764068,7.24754661276125,6.44454645905759,7.2022460846582,8.00439813480249
"IL1A",4.87779392157469,2.76290898568733,4.77738065395735,4.10773576558423,5.8034211809266,3.81828599871086,4.19645640097892,5.9905080222612,2.13419935092081,-9.96578428466209,3.91551796434117,6.45870625368507,4.70580377256434,3.70985791992437,4.7929241348704,3.64193315488175
"CCL20",6.25829372662706,6.21472399047039,5.91124816842299,3.99216010951871,4.82192310296058,4.09609579570773,6.65476650414096,7.38339360952864,6.02402055563605,5.52810011405176,4.10350364645329,5.49744368943063,8.06061181085016,3.36224314742736,6.80214256295307,9.7112817186326
"ZAP70",8.19408714052551,7.74429396990792,7.75032186610372,6.85863418233361,8.23121174260448,7.86282176281822,7.56138992535136,5.30602160173589,6.74563130788938,8.26131044384847,8.46191836386141,8.05458931317772,9.00219206219266,6.51735180589765,6.84148697033246,5.77593357493633
"IFIH1",6.99978224180323,8.61733467909774,7.50408239424101,6.94736887374098,7.55435281304294,7.64280645695704,8.35861584512774,7.88591968388555,6.6476969306654,8.2271984261672,7.37433959028223,7.66391066425203,8.75767404211591,6.2137105349747,7.4145771023199,6.16403949959424
"TACR1",5.11911495031193,6.07375996514085,5.26089296063185,4.4076438560127,4.33951102121489,4.64969591361462,3.01937317602162,3.95599869875862,4.51531534758483,4.61640755486462,4.73797733130576,5.56793288186371,4.76079444926755,5.45654646812439,5.62814982248133,4.15213236820942
"EFEMP1",9.42891050854266,10.809196979495,9.82140793062609,9.44994072463956,9.6932601329277,10.2888483654157,5.75760330386823,5.30602160173589,9.73531008332085,8.45188993335874,10.0986861832177,9.56810255790659,9.13844489140881,9.48098453202794,10.6991333384832,8.35159448879484
"STAT1",10.2988563234907,10.7391570443129,9.70727694508449,9.96956323355279,10.3288798691524,10.679121236654,11.3094322250443,8.38870620412975,10.3488952962305,12.709784879816,10.9792862631851,10.8992455566679,11.7495814950801,9.12441995349237,9.96555924247032,9.80839351177064
"GNLY",6.70626323702639,6.37372352650218,2.73304245497457,4.72967697824432,4.9882938125793,6.65779621713885,6.58910715725779,5.01510455560979,4.76908839403617,7.57244788018465,4.27122651308132,7.1267237476597,6.13057437948901,5.63019019134231,5.87769395595094,2.84748678045198
"IL1R2",5.94377341812956,7.69707136974381,8.22619509126573,5.65569001486813,8.29040391757272,5.32447324121744,3.32489704318202,3.95599869875862,4.20699930147468,6.38181963360389,4.01234457991168,6.5304929341576,4.81260419317474,2.04157323785981,6.27450136808504,5.02541239059137
"IL1R1",7.76036810153263,9.0522878008274,8.89297146256446,8.07366023481971,9.34578667737556,8.50604113678809,4.70061202535316,7.08441907044015,7.48698828420243,8.05559306931477,7.85378301707753,9.79738120919381,8.11280290652562,7.40049472555661,9.71428529010785,7.7372612766877
"IL1RL2",2.78697410859205,6.11028719187338,5.17669295123863,4.21543077483333,6.19141210986086,3.91658414280246,0.779125182847862,3.42138295549648,3.13568332264227,3.49991701721412,2.48395676559019,4.87779392157469,3.02161940294196,4.13522806170978,3.93576703230568,-0.231519843561135
"IL1RL1",3.95174083386543,7.18210945728516,7.85679595930596,5.10779751479507,6.44050051463463,5.78306088476336,-9.96578428466209,-9.96578428466209,5.20751276623947,5.28346169419207,3.69801465644034,6.2177643002917,1.6424778452641,4.08868584507422,6.35854186545836,-9.96578428466209
"IL18R1",7.55435281304294,8.33755146304368,8.21616161437816,7.0370673585497,7.66391066425203,7.58451059908186,6.17012291391595,6.60325171699844,6.48702117655368,7.71113843978327,6.72544380838707,8.31147043838356,7.04412047560589,5.85633450358395,8.38870620412975,6.48702117655368
"IL18RAP",5.24652637872354,4.95424284818598,2.95293398890745,3.93150552543359,2.06018968192852,5.13248690537742,4.03675642642474,3.05526721014455,2.8132730654608,5.70462526745669,5.17669295123863,5.34599290616725,5.21264770766029,4.08868584507422,5.14996813596291,2.84748678045198
"SDC1",7.49503271019853,11.6895637202628,11.6895637202628,10.7891857665826,12.4297387980016,10.2688322826882,6.51027527960193,8.91902560926686,8.64139522490076,10.1487309563297,6.36765109139975,12.9598191083542,9.19854906447118,6.97458538110647,10.178757084124,7.94415976519649
"EPHA4",6.27855291500026,8.43383825776585,8.71758042580964,6.5678876425758,8.69051574789148,6.68607055026815,6.84350438034465,6.19343943042205,5.27423010529038,7.74328930919951,6.55778197147684,8.6875084862711,5.32549816334268,5.43813434408307,7.10859426489905,7.85378301707753
"LEPR",8.59327311505332,9.99859184000372,9.63018242369345,9.02423459703304,9.39586212715912,7.72018121218704,5.04499125312644,8.7837335123699,6.58304476788306,6.82534681028382,8.32651736205722,8.49400802477207,8.26131044384847,7.81360784612646,9.45194357945767,6.26639783894309
"SLAMF1",5.6669071542197,4.48294584689117,5.96307972888847,5.08000771302422,4.9882938125793,5.28858971584043,3.7925711193657,0.141885041131139,5.17258231319835,6.59415894851346,5.9173475568899,4.76286809396318,7.0552034223836,2.90315828407445,4.42753202528154,3.75931030931226
"CD48",9.62617737412033,7.77845051829679,8.173014980899,7.33308916662625,7.66391066425203,8.01042142893382,7.32302699373478,4.65177545342951,8.01443690441286,8.79375610103395,9.1464590331784,7.67998904342295,9.27968298787844,6.02706656195329,8.39572701810454,6.63254669160348
"CR2",8.09072290123169,-9.96578428466209,2.47452348780655,1.40530223911867,2.69270926656145,1.6424778452641,6.06361112846097,-9.96578428466209,3.39840913528647,-9.96578428466209,4.61952960541984,3.19125848250934,7.74831258031948,1.28407684376662,4.20278261724172,3.64193315488175
"MPL",3.84824846354951,-9.96578428466209,0.246779556288808,2.57661996852339,2.41059919627991,3.33808792538707,1.23589413187042,3.71308670217448,-0.200196487359468,2.70194146364198,3.57593822309418,5.17669295123863,0.168444893856263,1.83095844995194,2.58245560512665,-9.96578428466209
"FASLG",4.04842326147364,4.87158961205171,4.30486293113383,4.49547962442818,5.43301892859339,4.70580377256434,5.91836408082138,4.50696486411152,3.72061854073619,7.45883082777106,4.84779823349671,6.72746267662431,5.55772153855306,2.04157323785981,5.43506514390312,3.0451817856343
"TNFSF4",8.1619767602569,6.43240823832906,7.63677640237653,6.43038508826437,7.31497694225743,7.13880916997334,8.30143888293579,7.252579426013,8.45890985545162,7.53525116230916,6.03823442321128,6.92720584379759,7.954200187843,7.28076107986881,6.53857914555325,7.62572097498181
"IRF6",6.49915426299672,10.5590449920035,10.9692812975162,8.61532958788677,11.2093914652741,8.31648613401754,3.85787065236007,1.81043360814082,6.25829372662706,8.50002461530228,3.81078897884433,10.5390316561136,6.42735030223921,3.88457734910902,8.75366479712494,2.34502711676025
"MMP8",2.78697410859205,6.56990868811865,4.45577329138688,-9.96578428466209,3.13122795572106,-9.96578428466209,5.87260885411922,-9.96578428466209,2.13419935092081,-9.96578428466209,-1.64651485928637,-9.96578428466209,3.33918667502793,-0.408819389382818,6.41217527020527,9.76334258386796
"NRP2",10.1987742029857,10.338887609445,10.5390316561136,11.0593247728397,11.1593700006571,11.2293998448944,10.5490383471832,12.9098127288101,11.8396068085564,11.5395159093014,12.5697629561677,12.219697866449,11.7595843863212,11.3894628578638,11.9796431757305,11.7895929407338
"TNFAIP3",8.1840529102304,8.93505844753716,10.0786678345488,6.30285917517321,8.46492685454682,7.26667069649145,6.59921055873546,6.97760918633123,7.29887599752692,7.75936349246448,8.1820460355554,8.04254403509848,8.66445230810187,6.72241545647762,7.63376132791291,8.61933976323776
"ARG1",4.92946277418764,10.7591686528773,6.50420938620144,7.43569916961358,11.9196280209627,6.82030268771336,2.63018201652457,3.71308670217448,4.90260243157531,6.89998210751115,3.29407557200748,11.7095697275506,3.18903957282725,3.88457734910902,7.89997852498694,3.0451817856343
"IFIT3",6.72039652211445,7.5442994804449,6.08390775853613,7.0148987184955,5.97120748062672,7.08744113063346,7.32302699373478,6.83341708631281,6.35449309877854,8.17401844102407,7.13578788143339,7.30189501057755,7.97729209924616,4.87572591600213,5.87769395595094,5.56589073278548
"IFIT2",7.62672603140564,7.44776812416518,5.83089958605148,7.36226703522786,6.55070756004167,7.42564126519112,7.92608629169128,7.50207138026019,7.11866640059886,8.35961888755661,7.75835888018572,7.54731551926522,6.80819616198525,5.56384852400168,6.2157374365173,6.39902207930503
"TEK",5.63631095594468,7.68501335831841,7.02396802096414,5.31422304369269,6.32108550813317,5.93157783584369,2.29582652298125,8.91201112736838,6.00472691556029,4.9882938125793,5.57814273468389,8.09072290123169,4.52992383425513,5.96409573724351,6.2451232917294,3.86748870611812
"CD274",6.44656938299667,6.56990868811865,6.27956577912637,6.09405451606557,6.02300519859866,6.78095318518682,7.22842087317908,7.22942753269215,6.42937350105216,9.12041278373171,6.17113678213908,6.78801662041309,7.65788104612404,4.46309115520118,6.80214256295307,6.45263796227109
"IFNA6",3.95174083386543,3.35675648760601,0.246779556288808,1.9916974714289,-9.96578428466209,1.08541236453022,3.23003544799947,3.05526721014455,3.72061854073619,-9.96578428466209,-9.96578428466209,-9.96578428466209,3.71308670217448,3.93789749637455,3.60842330298104,0.932775562986468
"TNFSF18",4.04842326147364,4.36678193776002,3.14347683952393,4.31431634307155,4.93462639643354,2.35579016896156,4.24597390467581,0.141885041131139,2.62088695207267,5.80138537968534,3.13011389407313,3.50970907130412,3.47486827132888,2.90315828407445,3.60842330298104,5.28243603521002
"TNFSF11",3.84824846354951,2.76290898568733,1.75365200769753,1.40530223911867,2.92920225226233,2.83153281188467,2.77093638015271,2.56260058792275,2.39752301780909,3.89845242877635,1.80014690668732,2.78353935718392,5.97933451470153,-2.37693937217184,4.70995667431404,4.15213236820942
"EGR1",10.2688322826882,13.3898657332137,13.8199003400908,9.256645722765,12.5297562913955,10.2888483654157,8.22318507263426,10.3889255156651,11.4594883025028,9.92852179508062,12.3397219827612,12.029655331927,10.7291511793672,12.4497423943678,11.9196280209627,11.2594121984243
"NFYB",9.94754114488851,9.71829004052321,9.46396062538788,9.08735286714174,9.40287248269208,9.09136020309676,9.51903696125379,9.63719122678566,9.86545577895203,9.1174073933272,9.13844489140881,10.0086015715911,9.18151998805552,8.90599865814666,9.92651974338003,9.27467493730962
"TNFRSF10B",8.71156615761282,9.9375309925809,10.2988563234907,8.64841269472569,9.77835973684163,8.69552781700578,11.1393612042467,10.2187910859681,10.7091393267376,9.77535632051574,10.2988563234907,9.80839351177064,9.05729719311892,8.95509898550318,10.7991913924801,8.74865320469836
"TNFRSF8",5.07383012561517,4.7835987492325,3.31169521798823,4.61744826773362,4.25544620415937,5.46166001675066,4.42753202528154,5.54750869394496,5.20751276623947,5.73723138009193,5.70054853556442,4.1816896424963,6.64466700893596,5.45654646812439,6.4890434354272,5.50050996139615
"CD80",5.40129414404875,3.94854693510869,3.31169521798823,5.69341373188443,6.02300519859866,5.95495125536836,5.39105692166814,6.77187116790467,5.62202837276499,6.48196539267284,5.6709856963544,4.76286809396318,6.94232832961287,4.6361761004173,6.12245998882258,6.6476969306654
"CCR2",6.51634089653778,6.59617961429045,7.04815071182275,7.08038958487376,7.40552423817877,7.13880916997334,6.02198983074925,4.50696486411152,7.10053619263052,8.31648613401754,7.51413723444515,6.69616723076351,8.88194825833122,4.81881702849776,7.2022460846582,3.21896665202205
"TNFSF10",7.33208296883214,9.71829004052321,9.39486064368526,8.08369718714228,9.30973070882015,8.32952668820702,7.90700773121365,5.93462688652489,7.92909860128449,9.1023802722208,7.859808874534,10.0486398297215,8.37867629361981,7.10960150115287,8.53512002651674,6.73654725771394
"CXCR4",12.199693648374,9.43491918670491,10.8292080379505,8.9701290215691,9.68525045238839,9.78636881234989,8.63838771178068,11.0993432411653,11.1693743533242,9.88047175982365,11.0593247728397,9.17751309652326,11.5895324018804,10.0286208333736,10.6390965235162,10.5190181339357
"ACVR2A",7.53726192587679,9.16549230671099,9.34278206656862,8.10477395526456,9.56109332298786,9.12041278373171,7.1267237476597,7.76438650574401,8.173014980899,8.40575657719664,7.57948452992316,8.82983613315179,7.76137270739242,8.33353909285112,8.79375610103395,7.27874822194028
"FLT3",6.31703545873394,5.95799951778466,6.23803087256614,5.05117242592674,6.23600438353163,6.08796658543819,4.80328321653337,-9.96578428466209,4.33846165833854,5.76982395049766,5.47904308575877,4.1816896424963,5.39515201266587,3.82899156266872,5.43506514390312,-9.96578428466209
"CD244",3.61599515100335,0.67489225100364,5.13145841568312,4.10773576558423,4.49443531986402,5.04808193655506,2.90089098401519,-9.96578428466209,4.33846165833854,6.40205755511727,4.10350364645329,6.26133283729707,6.17113678213908,-0.408819389382818,3.41263472764502,0.932775562986468
"PLAU",7.05822593386277,8.75065784650188,7.63677640237653,9.00619984421637,8.6534251212487,9.24662933401039,6.995750974677,9.52404375745858,8.40375068180624,8.80177405931846,8.19709736327506,10.0386303644968,10.2187910859681,8.59026534710072,9.97456820685453,9.54807605293278
"ECD",7.01187552068871,8.34457302827011,8.13387814144402,6.99272746692941,7.95922029391626,7.23748064184562,6.98768817770285,7.08441907044015,6.00472691556029,7.40854189642991,6.78196226638821,8.16097327113046,6.61537450233058,6.26741081191014,7.64481644726763,7.15592896655958
"P4HA1",8.36363103614149,8.67948904778513,8.30846099477716,7.71616223532422,8.30645468808663,9.04026512582082,8.80177405931846,9.19854906447118,8.08168981722983,8.59327311505332,8.11179929642313,8.1489312117619,7.79452291547411,8.47896624447553,8.19609395806161,9.66923092932459
"MMP19",8.79074934090434,8.1388958931118,8.51606851994781,6.92317296348917,9.1705009901892,8.38670023865167,5.10059420987187,7.44374520337834,7.4517909811275,7.3461693458314,7.76539109879275,8.56419734210794,7.95922029391626,8.10577758298964,9.83942768167574,8.15695929033009
"LRP1",10.3889255156651,12.6197710313916,12.0196529342826,10.809196979495,11.219395669611,11.8796175618223,8.45590132928035,10.4489693013698,11.2494081091022,11.4194739141049,11.1093477787556,12.2797101753616,10.9592762972911,11.1593700006571,12.1696872105772,10.6090775334842
"IL13RA2",5.02747369410845,-9.96578428466209,2.15871220416861,-0.600502656023711,-9.96578428466209,1.6424778452641,2.09481702005914,4.34580644571623,1.81171830148202,3.15571516937032,5.44529523983354,5.08309622198761,3.71308670217448,2.04157323785981,1.52783997422417,3.86748870611812
"ACVR1C",5.57303799391284,8.29842937343571,7.28881233256551,4.80017576262571,5.13660066127609,4.25544620415937,6.15694173727633,5.54750869394496,4.27438155339607,4.38669561449311,6.36765109139975,4.87779392157469,4.01022067768075,7.14485161354077,5.53525128336583,7.66391066425203
"BATF3",4.45263656966159,2.76290898568733,4.13628489185196,3.8000744541216,2.92920225226233,3.81828599871086,4.29330471030305,1.81043360814082,4.67256457867309,3.89845242877635,3.81078897884433,-9.96578428466209,5.85938618032862,5.54648732649429,3.41263472764502,3.0451817856343
"SLPI",11.5695258733812,10.2488159752711,10.0586492295037,8.33554528224784,10.7291511793672,8.10778483087319,2.77093638015271,2.56260058792275,6.84854779901362,8.28338152723346,6.54161135045489,13.3298600311958,2.35698525316925,3.70985791992437,9.41288718929381,-0.231519843561135
"SDC4",11.2494081091022,11.3794591210444,12.219697866449,10.4589764234515,11.8796175618223,11.2293998448944,11.3394439119362,13.7298939247284,10.6891273085521,10.5590449920035,9.86845898844687,10.5490383471832,10.0586492295037,9.01020760465182,10.8792350222388,9.54407070764379
"EDN3",7.88391123110775,7.80155433650433,7.12873803445162,4.99241952511086,5.74334350919466,3.33808792538707,3.01937317602162,4.65177545342951,10.1587397260845,3.33808792538707,2.48395676559019,1.25011483269151,3.33918667502793,4.08868584507422,6.78196226638821,5.32139836852015
"IL9R",3.73674889102476,-9.96578428466209,1.18866578299233,1.9916974714289,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.64651485928637,-9.96578428466209,-9.96578428466209,-0.408819389382818,3.41263472764502,0.932775562986468
"IL17C",1.38736855591561,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,0.779125182847862,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,2.04281578920683,-9.96578428466209,-9.96578428466209,-9.96578428466209
"CEACAM8",3.95174083386543,-9.96578428466209,-9.96578428466209,0.403167170646169,-9.96578428466209,-9.96578428466209,-9.96578428466209,2.56260058792275,2.98338090779092,-9.96578428466209,-9.96578428466209,-9.96578428466209,3.18903957282725,3.28195053020425,2.91448850338663,-9.96578428466209
"CXCL6",5.72704343929774,4.95424284818598,4.52679396242472,3.99216010951871,4.33951102121489,4.00915865812749,3.97940343673852,8.50804662865667,4.98416774001409,3.89845242877635,5.335746413283,5.42381014657259,4.91190205694251,4.08868584507422,5.53525128336583,4.3887910594884
"EFNB2",8.88896304516796,9.31073228246437,9.51403014142211,7.47391556151831,9.443932136367,8.9260400209246,5.85633450358395,9.07533073661744,7.36226703522786,7.26969013874048,7.70812412263409,9.36181110682371,7.38339360952864,8.32852358165166,8.6283625546284,6.92418119218514
"IRF1",6.76379782892866,8.36764315098813,7.37635162387367,6.83442584320792,7.21835402184698,7.45883082777106,8.20111096047014,6.45263796227109,6.66082586780445,9.29871332643728,7.67194996302608,8.64741020423598,8.13387814144402,5.64651109526506,7.09247779508928,5.95901558260951
"IL1B",6.56586656752975,6.76682537915038,7.22741420901762,5.40743567163721,6.51532997953092,5.70258692861394,5.22907630712818,8.57322102148178,7.32302699373478,5.92039709377685,6.17113678213908,6.69616723076351,7.93010269877397,6.9493850517708,7.77342772827243,6.92418119218514
"POLR1B",8.64741020423598,8.58525236447016,9.25464245411049,8.38770322242753,9.11139657877201,9.70927933351491,9.33677281609671,8.57322102148178,11.1393612042467,9.1394466634291,9.32074795896591,8.82983613315179,9.5460733821433,9.39786509101927,8.55918412276145,9.16248708213509
"TNFSF9",6.06361112846097,7.77845051829679,6.84350438034465,6.1893847508806,8.12183528468598,6.97660125679948,5.5954960941231,6.19343943042205,5.33882054505793,6.68102195569067,7.25962517268555,6.49511002515224,5.58733033671949,7.09247779508928,6.56283489955074,6.46983071102431
"CD70",4.22385973428092,5.31012246585901,3.83755225704799,4.10773576558423,7.16096393116298,3.71201049830793,5.99355510975595,7.63074622191222,3.72061854073619,4.87469187664229,4.42020622860539,4.1816896424963,5.39515201266587,3.64733254001835,4.70995667431404,-9.96578428466209
"C3",9.12241637110134,11.3194361477189,11.219395669611,10.1587397260845,10.2788403519435,10.4389621297146,7.00986002845561,8.77671760667337,10.5490383471832,10.0586492295037,11.5695258733812,7.4578251472908,10.338887609445,10.2287994400228,11.5495192537173,7.98632766602279
"TNFSF14",4.22385973428092,5.17772056152871,4.13628489185196,5.10779751479507,5.13660066127609,4.86228149544068,4.19645640097892,0.141885041131139,3.9016531780314,5.86243774788096,6.78196226638821,4.50174477943939,5.97933451470153,4.84779823349671,6.12245998882258,-9.96578428466209
"THRA",8.15194175953943,10.1987742029857,9.69426133922052,8.45790701536987,9.13844489140881,9.15347134294939,8.67748417125702,8.30344521159085,8.37767329111594,8.9420726999239,8.99317447339524,9.27968298787844,8.18907005513774,9.91350633770068,9.34578667737556,8.96010903231375
"CCR7",8.95209294064846,5.9173475568899,5.03880930238378,4.69334241726234,5.47086339287375,5.32447324121744,6.1437588976268,3.05526721014455,4.81467524014713,6.08289302593255,8.03852885820217,5.34599290616725,7.2576121249971,4.26701926449655,5.32754795450968,2.61856187982946
"IRF3",8.20512451989038,7.64783140666032,7.85679595930596,7.75233113896441,7.85478733415722,7.78648681770311,7.91102435670745,7.42362963578489,7.42262381499811,8.22117838192453,8.85589270199217,7.99235125375718,8.26131044384847,6.82635561630115,8.40274773103579,7.40049472555661
"BECN1",10.919255945991,11.1393612042467,10.7791801015317,10.0086015715911,10.9892911945367,10.2388077363239,10.9792862631851,10.1987742029857,10.4189476362999,10.7191452736035,10.6591089657858,11.0893386719992,10.1187042790466,9.50001091949709,11.1793786759122,10.5290249184726
"CANX",13.1398403275765,13.0498300488281,12.9298153071929,13.0998358383183,12.8097992867733,13.069832388732,11.5695258733812,12.5097528890588,12.7597922081269,12.9898228312791,12.1696872105772,13.399866660705,11.9996480888348,12.979821598897,12.5097528890588,12.4297387980016
"EDN2",2.54387734667304,-9.96578428466209,1.75365200769753,2.40703483053807,2.69270926656145,-3.00397965875832,-9.96578428466209,-9.96578428466209,-9.96578428466209,2.03784432889712,-9.96578428466209,-9.96578428466209,-9.96578428466209,1.83095844995194,-9.96578428466209,-9.96578428466209
"IL22",2.78697410859205,-9.96578428466209,3.14347683952393,-9.96578428466209,-0.466706492359708,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,0.458879191844098,-9.96578428466209,-9.96578428466209,5.05632281146894,3.18460074196941,-9.96578428466209
"FGFRL1",8.81881189089729,8.76168326145082,8.39973886640632,8.04856672139222,8.34758223842868,8.74664855644051,8.33052979260314,11.2794202924884,7.23244748337361,7.26969013874048,8.92904617593173,8.96612104252291,9.60114549469598,6.90905715586783,7.57546360910655,8.99618034854741
"TICAM1",7.48698828420243,9.20455924506814,8.89297146256446,7.99636692428904,8.08570454680737,8.35159448879484,7.78246869327493,8.71958516867261,7.17304735003427,8.27234612147403,8.76068095901844,9.01722113364746,8.32551424901511,7.51514269747358,9.02623843170847,8.6945254065361
