"","P_5","P_7","P_8","P_9","P_10","P_18","P_19","P_22","P_23","P_25","P_31","P_37","P_42","P_43","P_47","P_50"
"TGFBR2",11.5795291489474,12.1496828437196,11.5295125416154,10.9692812975162,11.3594515692202,11.3894628578638,9.73030421290569,10.7391570443129,11.5295125416154,10.9992960918083,11.4894988349143,11.5495192537173,10.5590449920035,10.679121236654,11.9696406935123,10.0686585642962
"AIM2",6.41116353581078,6.03620399955221,4.38250430808793,5.53729433715091,4.63513591263978,6.58506559347796,8.66846214282273,6.41318699637357,6.04331029529871,7.47793800795517,6.9261976323353,6.78801662041309,6.83341708631281,3.36224314742736,7.37433959028223,5.24242096874345
"CTLA4",8.49801909281141,7.41960632826896,8.21616161437816,5.53729433715091,7.3461693458314,7.33912626275396,7.22238081836998,5.47086339287375,6.9947431442345,8.91702147876397,8.40876540492745,7.28076107986881,8.90299240402148,6.4627516219755,6.51431905487165,8.86491204668391
"ICOS",7.17002656077179,5.9173475568899,6.69919610322017,5.16230433488497,6.30083385010112,6.28564277451464,6.23296458014871,3.42138295549648,5.48722176277911,8.22117838192453,6.72544380838707,5.81868808607538,7.66491558858313,4.76079444926755,5.53525128336583,5.24242096874345
"CD200R1",4.22385973428092,5.37160153458096,5.77491533642035,3.93150552543359,5.31319792602833,4.91086886052993,3.85787065236007,-9.96578428466209,1.39565326276253,4.46727206913497,4.99860742116163,-9.96578428466209,3.5986836448931,4.22491317822,5.43506514390312,-9.96578428466209
"PTX3",8.48097184038236,7.21634059551165,7.59657279576885,5.13557225270349,5.8034211809266,6.30387182438336,5.41357659805512,9.62016977342801,9.5731091268614,7.06427081558194,5.9173475568899,7.0058289789837,6.11028719187338,6.19141210986086,9.07332703023411,4.82502894930265
"IL17RE",6.23803087256614,9.85644611028327,9.63418745926797,8.33253599492369,10.0886770407081,7.5070988864528,5.22907630712818,5.81665266169756,5.83700466663316,7.5442994804449,8.50002461530228,9.07232517511117,4.70580377256434,6.9292222495168,7.97327622014693,4.6538548786793
"IL17RC",8.73762755916628,9.20455924506814,9.443932136367,8.43283536789687,8.97614094865277,8.30244204836346,8.5030328846577,8.7917515958465,8.32250489689113,8.47595783601558,8.93305436268298,9.02924417374427,8.38770322242753,7.02497569438051,9.15046607465882,8.58826015946121
"CXCL3",6.42937350105216,7.26566420669403,6.45162655241541,5.71175902765275,6.51532997953092,4.39926621080248,6.31602292441499,7.13377366428509,7.52218083225274,5.89193065156205,7.17808190221969,7.14988684764068,7.62873613369174,7.24352027961708,9.96155524029577,6.60123115227809
"CXCL5",4.71099483103108,-9.96578428466209,2.15871220416861,-9.96578428466209,-0.466706492359708,-3.00397965875832,1.23589413187042,5.54750869394496,3.62140178054318,2.03784432889712,3.13011389407313,-2.97627372632834,6.22992469280925,2.38919197647617,8.32049865129531,5.16024850117312
"PPBP",2.78697410859205,4.10138733128033,-9.96578428466209,-9.96578428466209,2.92920225226233,0.168444893856263,-9.96578428466209,-9.96578428466209,3.27312635671193,4.01022067768075,2.18192907657302,2.21115972762189,-9.96578428466209,3.10446600319962,7.79351841424115,-0.231519843561135
"CXCL1",8.05057426246875,7.09348511263291,9.29070060106681,6.54767555755579,7.24050048147358,2.83153281188467,11.7595843863212,6.67294384978055,9.40587690539683,6.66385545626981,7.37433959028223,9.53305593134887,7.40049472555661,6.71433955978001,11.4894988349143,8.21415489101662
"CCR1",6.87376263023908,7.53122959011597,7.10657977722626,8.05559306931477,7.04009015480377,7.64984136223501,6.65476650414096,8.44888136559926,7.49503271019853,8.57021314480789,7.5553581258909,7.84474402782245,8.38770322242753,7.44273946318805,9.72730068086691,7.59456246573303
"S100P",5.36443220615987,7.59757795539137,9.66923092932459,6.68405113284108,8.1168173218482,4.25544620415937,0.779125182847862,1.81043360814082,6.68506084495207,5.28346169419207,4.01234457991168,7.47592679255974,-9.96578428466209,4.53513966221075,7.21734731102154,2.61856187982946
"IL15",6.76379782892866,7.43368762100137,7.29887599752692,5.97730282323946,6.51532997953092,6.47589819345131,7.58551580202412,7.73223782662081,7.54932619319949,7.82967850040824,6.83543459398223,6.9544253980705,7.33107676671391,5.17258231319835,6.89897373962645,5.68933640135082
"F2RL1",5.78407902059431,8.16498721308659,8.09473753887215,6.6648653052921,9.03725942748222,5.80851046332404,3.91978238501216,5.93462688652489,4.33846165833854,6.44252350295212,-1.64651485928637,8.32150177517888,7.02296034218627,4.76079444926755,6.67597319075963,4.59246300523239
"CASP3",10.0686585642962,9.81339907288263,10.0186112358924,9.88247387806674,10.4990044228659,9.66021985195976,10.0686585642962,10.3088642265519,10.8492189440781,9.98157514055508,10.2287994400228,10.2287994400228,10.5190181339357,9.17651137064744,10.1587397260845,9.68224680830746
"ERAP1",9.06030281285986,10.7491628687228,10.4089403138426,8.60029117742031,10.2388077363239,10.0586492295037,7.92206983886799,8.94708283785891,9.10939296389588,10.3689105107578,9.40387395795049,9.68725287756416,9.67824193771607,9.53505862634594,9.03926322769357,9.27968298787844
"ERAP2",8.10176305693497,7.01792186774209,9.7283018590303,9.12742531775917,9.71228290995061,9.58512479965623,7.6237108515603,7.27472245220177,10.859224340676,11.7895929407338,10.9492712622691,10.8792350222388,9.80839351177064,8.07366023481971,10.2588241572612,5.98339776389554
"TLR3",6.08695189422475,7.18210945728516,7.20627318204261,5.80036746011082,6.7486592072155,6.85762557115317,6.45870625368507,5.68831703454427,6.88082211321134,7.96122831677657,6.79507974582632,6.26133283729707,7.07736741659077,5.2167553155328,5.83903959479591,5.11705741982412
"IL3",2.54387734667304,2.33784441664062,-9.96578428466209,-9.96578428466209,0.905265414668873,-3.00397965875832,0.779125182847862,3.05526721014455,-9.96578428466209,-9.96578428466209,-1.64651485928637,-9.96578428466209,3.33918667502793,2.04157323785981,1.52783997422417,-9.96578428466209
"IL31RA",3.48358491696494,5.17772056152871,5.37877002367776,4.89950212646155,4.879861829738,5.13248690537742,3.91978238501216,5.47086339287375,4.27438155339607,5.32754795450968,2.73304245497457,5.75964020822469,5.09133132169657,3.28195053020425,4.87158961205171,4.59246300523239
"CTSB",13.9599095570123,13.1498414305751,13.1498414305751,13.6098847239367,14.6899454722474,13.0198264775779,14.1199190515248,13.2798550949587,13.9399082944351,14.199923418192,13.4898747250491,13.8599030653878,14.7199465944331,12.9598191083542,15.7299734819133,14.5699407426932
"TNFRSF11B",6.81929384467204,7.09348511263291,4.990356713783,5.65569001486813,6.27956577912637,6.35752968661584,7.35220610715181,7.99937864859682,6.48702117655368,7.13981625625193,5.94275718267811,6.38283160911458,8.39572701810454,4.95527506142761,6.58607599534143,8.13488169671858
"FREM1",10.178757084124,8.08470086825485,8.21114478842319,5.57814273468389,7.91805334017609,6.5234171017729,6.64567698982894,3.42138295549648,8.73963223658014,8.55216553833352,6.36765109139975,6.30285917517321,5.32549816334268,5.38184197741056,6.35854186545836,3.86748870611812
"SYK",7.08139696398785,7.50408239424101,7.49503271019853,8.04455160772177,8.89497566250068,7.31195810083334,5.79120561368776,7.08441907044015,6.87073704829873,8.09975577873563,7.15693596924573,8.51205758951764,8.47094378289252,7.859808874534,8.31347672318603,6.75067777426273
"CYBB",9.9845781018476,9.76534488126029,9.53505862634594,10.0886770407081,9.22058618689071,10.1687484352094,10.4089403138426,10.859224340676,11.0593247728397,11.3994665688616,10.8192025278961,10.4789905202637,11.5895324018804,9.4309134052803,11.2494081091022,9.81339907288263
"HEPACAM",5.36443220615987,8.29842937343571,6.12956011581581,3.8000744541216,3.30949384219633,-9.96578428466209,0.107391321273026,-9.96578428466209,3.27312635671193,1.53860125500667,4.10350364645329,-9.96578428466209,1.08688291095319,5.45654646812439,4.52783728434456,-9.96578428466209
"HPRT1",8.9711310128695,7.9903434021192,8.92303385307882,8.13588524952091,8.94708283785891,8.60931427172946,8.26833317935739,9.98758105698262,10.3789180392324,8.76569245520105,9.19354054818236,8.12584961003996,8.22318507263426,9.03725942748222,8.21114478842319,8.50203013012156
"JAM3",10.3589029298789,10.9892911945367,9.80438904896786,8.75266248186005,10.338887609445,9.53005188183221,6.3271603192879,11.6795606852352,9.45194357945767,7.9401435172027,9.11340018863129,10.8392135099234,9.26866523966545,10.4089403138426,10.1487309563297,10.0786678345488
"IL25",2.99463920913044,-9.96578428466209,1.18866578299233,0.990270019559104,2.06018968192852,1.6424778452641,1.23589413187042,4.7835987492325,-9.96578428466209,-9.96578428466209,3.29407557200748,1.25011483269151,2.35698525316925,2.79040782633565,2.91448850338663,2.00919290550149
"IDH3A",9.08635102996688,9.72429714146715,10.0086015715911,9.62317357773047,9.97556919944616,10.2388077363239,9.20656262918654,9.08134182493155,10.3288798691524,9.81239796220328,9.50401643054876,9.64720372867622,9.90549802774644,9.75733567252879,9.12642353091172,10.4289549081405
"CLEC4E",7.71013367072357,6.54363278281641,5.9884765753005,5.49539942980253,2.41059919627991,6.60022085911211,3.7925711193657,2.56260058792275,6.71030145181078,7.88993655417955,5.54648732649429,7.74228464524434,7.45078527286069,4.46309115520118,5.58222626087998,6.76480701876057
"TK2",8.88896304516796,10.3088642265519,9.71728885415533,8.61933976323776,9.1705009901892,9.63118368389793,9.24061944600165,9.65020746235557,9.60014420797785,9.57611305730606,9.28969900542029,9.95955323503933,8.82883393695724,8.1378923477158,9.93853201098448,8.9691270288852
"B2M",17.249990753572,16.7399868326045,16.0699790496564,15.9099765924306,16.1099796225487,16.8299876289358,16.4699841226365,15.9299769146921,16.6299857893698,17.5999927454046,16.2499815070847,16.3699829830564,16.8099874562414,14.4299347039338,16.4299836762605,15.7699742070582
"SMAD3",9.59613905216571,10.6491027662252,10.1187042790466,9.57811567305961,10.0386303644968,9.85444395347796,9.07633258787963,9.56609992393507,9.81239796220328,9.68525045238839,10.1487309563297,10.6991333384832,10.398932940416,9.56409728630475,10.0486398297215,8.92904617593173
"PDIA3",8.78774256667104,8.09373388327984,8.36262800216191,7.80456775585149,7.99837474321339,8.9260400209246,8.21415489101662,8.07767504660554,9.2806845946414,8.70956138831389,8.17602535405838,7.9130326521128,8.1388958931118,8.02447540519091,8.45389563528032,7.78648681770311
"CERCAM",9.39986805076741,11.0893386719992,9.98157514055508,9.47898173410186,10.3889255156651,11.909625433308,9.78236428089355,11.2694162594879,10.7991913924801,9.18151998805552,11.8095985456188,12.0896693738935,9.87046112440139,10.9992960918083,11.8796175618223,9.9075001095615
"NOD2",6.91208206726472,8.38268828278284,8.79375610103395,7.00784451456411,8.98014887247448,7.32101450703575,6.19546671261885,7.61265491990605,6.92317296348917,7.84474402782245,6.42229216267098,8.98515874634602,7.8638260529352,5.7097208779204,8.24826792601199,5.53422973359849
"CD3D",9.91350633770068,8.64841269472569,8.93906660024212,8.05860432205869,8.79475835128143,8.76368786151957,8.95309495699967,4.65177545342951,8.31447986231131,10.3188720749798,9.63018242369345,9.1434537392186,9.91650944206039,6.42633869062692,8.04354782272732,6.52038448814941
"NLRP7",3.95174083386543,-9.96578428466209,-9.96578428466209,2.21359085360024,-9.96578428466209,-9.96578428466209,2.09481702005914,0.141885041131139,-9.96578428466209,3.777556559992,2.18192907657302,-9.96578428466209,5.00479451308118,-9.96578428466209,3.7818475123829,-9.96578428466209
"SEMA6B",5.60570197596929,5.69443303039385,5.5903926057174,5.49539942980253,6.42128051027636,6.19039843517653,5.10059420987187,6.19343943042205,6.48702117655368,4.68503262545269,6.9261976323353,8.12584961003996,7.31296438568919,6.26741081191014,8.57622888175073,6.92418119218514
"NLRC3",5.96815965804673,4.24071017289107,5.17669295123863,4.89950212646155,4.69957359303519,5.00376338678639,5.57610088284308,-9.96578428466209,3.27312635671193,6.42229216267098,6.73957533326302,6.5304929341576,6.76884371387175,3.19569529322453,6.05650631803091,3.0451817856343
"CTNNB1",13.9099063674437,13.8899050603389,14.0899173505766,12.6297726131179,13.2798550949587,14.2799275492986,13.8799043999594,12.2296999536549,13.769896825466,14.2399255123796,13.8699037349864,13.4898747250491,13.599883922096,12.3697277048132,13.5398789925528,15.0899586758801
"FADD",6.98768817770285,6.62143550918339,6.35854186545836,7.23446076064571,6.7486592072155,7.33912626275396,7.34113859367411,7.55837404224002,6.44454645905759,6.92821404952341,7.65687609772335,7.40150063631487,6.4769094129561,6.40711651585412,8.00038255126363,7.80054985715619
"NKIRAS2",8.92403591045558,9.78536768066473,9.1835234266507,8.9951783915233,9.43992639094817,9.13543956795928,8.90599865814666,9.48098453202794,8.33052979260314,9.24562768886808,9.50601918034206,10.5290249184726,8.69653022580121,9.27467493730962,9.44192926565166,9.02523651503653
"IRF2",9.29771173962841,9.71228290995061,9.74432059887423,8.83384490268962,9.29370538136507,9.05930094091359,9.66522601459222,9.70927933351491,9.81840461473332,10.0386303644968,9.79037333124559,9.56810255790659,9.96055423801539,8.1659906925189,9.88747916083149,8.93806456418885
"CX3CR1",6.19648033934767,7.86683890538213,7.88993655417955,7.16297788287321,7.76639568864433,8.26131044384847,5.25268393236098,7.59456246573303,8.1007594191011,7.6076293543846,7.41960632826896,7.85880457245453,6.4769094129561,5.9376758336516,6.9544253980705,4.31431634307155
"TAP1",9.41789450440016,9.25864898688394,8.27334935138223,8.63437766989265,9.21858283550794,8.7837335123699,11.1693743533242,7.69908099126365,8.38469426487322,10.7991913924801,9.92952281986372,9.17150272327014,9.95154518612888,6.81929384467204,8.9791468935823,8.41578593150982
"STAT3",11.6395483324825,12.2397020264405,12.2897121775263,11.3394439119362,11.9996480888348,11.6595545516827,11.5995356323364,11.89962282765,11.9996480888348,12.2797101753616,11.5995356323364,12.3897314539304,11.3494477538523,11.4995022973116,11.89962282765,10.9992960918083
"IL7R",11.0093009552355,7.81260340404678,8.58826015946121,7.81762558355068,8.27936868373594,8.87192700916664,7.3964710412678,7.84173097702439,8.38870620412975,8.31147043838356,10.7791801015317,8.11481011920088,10.4589764234515,6.59415894851346,8.37566727984229,7.74429396990792
"SEMA4C",8.48899414637928,9.16549230671099,8.78974708439511,8.29040391757272,9.00219206219266,7.47492117899614,9.27667816089107,8.7035470405879,9.13744311815765,8.68851090849327,8.74664855644051,9.85444395347796,9.34979281019971,8.9951783915233,9.73030421290569,11.3994665688616
"IL12A",4.65073569785342,5.42994948260645,3.83755225704799,3.8000744541216,4.16585935714094,3.47377838576229,5.10059420987187,-9.96578428466209,4.76908839403617,4.75146173495621,5.25884081501465,4.98416774001409,5.17361000226923,3.00813627265175,1.52783997422417,2.84748678045198
"IL13",4.82399369250404,5.03262657025959,1.18866578299233,2.86683061204811,2.41059919627991,2.83153281188467,3.97940343673852,5.01510455560979,3.81400230365922,3.89845242877635,3.91551796434117,1.25011483269151,3.02161940294196,3.88457734910902,3.41263472764502,2.00919290550149
"EFNA1",8.12986389558897,9.96555924247032,9.48398872164099,8.54213883182142,9.32275108122761,8.88094614005064,8.35560670513922,9.01621920495819,7.18110257572884,7.41860049122681,8.14491711377595,9.52504511387153,7.82566091055398,9.5731091268614,7.97327622014693,7.48899941393586
"CXCL10",8.7837335123699,9.36381414146997,8.12283886976227,9.68124559192687,7.89797015418035,10.7591686528773,11.3794591210444,6.56687710874328,10.6090775334842,13.2898560959409,9.4930012382619,10.2187910859681,11.9296305907386,7.41960632826896,8.73762755916628,7.81461228511453
"CXCL11",6.49915426299672,7.90901604974646,6.9362794893013,7.49503271019853,6.19141210986086,8.60931427172946,9.54807605293278,5.47086339287375,8.28237831970744,10.7191452736035,7.7372612766877,9.0422689181231,9.85344287395234,5.64651109526506,6.15389969167673,5.62917001404841
"CRADD",9.20355755124587,8.1388958931118,8.17803225748277,7.49503271019853,7.63979144536923,6.94232832961287,7.81159895887333,8.35761280058288,7.46587048045325,7.7995453746882,7.74429396990792,8.28037189796023,7.70711934359966,6.49915426299672,7.91905746915626,9.72229477777029
"PTK2",11.4094702542162,11.0393153447829,11.3394439119362,10.4990044228659,10.9292610868639,11.7595843863212,11.3294400432871,11.0693294380585,11.2494081091022,11.4094702542162,10.8192025278961,11.4094702542162,10.7191452736035,10.2788403519435,11.1093477787556,11.1193522849883
"PTAFR",6.37473556940561,7.3441570578351,7.06024091533562,7.18311633404042,6.68607055026815,7.23748064184562,5.94885442406769,6.49207676529126,6.56990868811865,8.09975577873563,7.22942753269215,7.58149496848629,8.51506579018852,6.62749626027906,9.11039477196149,7.38238762411779
"SDC2",12.0696647579888,10.679121236654,9.63018242369345,8.9981842585205,10.1086952625181,9.81339907288263,7.7573542646941,9.54807605293278,10.6591089657858,11.1493656177016,9.75333104895642,11.1693743533242,8.95910702574183,9.5540840430926,10.2588241572612,8.84186236883176
"LIMS1",7.48698828420243,7.89897434104026,7.92307395636899,7.84273533031926,8.06161555134001,8.01042142893382,6.69111897509288,8.42982668622678,8.30244204836346,7.33510154925422,7.6789841702741,8.2271984261672,7.82566091055398,7.30189501057755,7.95520421465661,7.6789841702741
"ROBO1",9.85644611028327,8.99016858598933,9.1144019916818,8.29341348011969,9.88047175982365,9.28168620028923,7.42865867892476,9.35480045232046,9.08234366849639,8.74564622988839,8.3686461744392,9.61816723282232,8.32551424901511,8.84186236883176,8.30645468808663,8.54314151083283
"ITGAM",7.71716698449714,8.75667173327621,8.41879469808485,8.25930392763531,8.19709736327506,8.23723164793211,7.44475093956839,9.15647660027707,8.33454218862534,8.85088190256876,8.50403563727994,7.99235125375718,9.53405727931504,8.73762755916628,10.0086015715911,8.14090297650951
"PYDC1",2.25118137806696,4.87158961205171,5.68525885195141,4.10773576558423,7.22942753269215,3.71201049830793,-1.18889876295167,-9.96578428466209,-0.200196487359468,-9.96578428466209,-9.96578428466209,2.78353935718392,-9.96578428466209,-9.96578428466209,-9.96578428466209,-0.231519843561135
"ALCAM",9.31273542647725,9.62717863782811,9.90950218848956,8.5190766978512,9.46596345259767,8.07064909889883,7.60461397226974,9.45695069918774,8.56319470191223,9.0502840347698,7.22942753269215,8.67948904778513,8.75366479712494,7.24955975179976,9.20856600860889,9.1464590331784
"SEMA3E",5.60570197596929,7.11161595851314,7.21634059551165,4.6559341895353,3.4672376438452,-3.00397965875832,4.47040741095532,6.45263796227109,4.06220442003448,3.777556559992,3.91551796434117,-9.96578428466209,4.25649849073016,4.87572591600213,5.62814982248133,3.51405937371423
"CD14",10.3188720749798,11.2494081091022,10.3689105107578,10.2888483654157,9.38083976655882,10.5890646521563,9.46796627588531,11.0193057850524,10.9792862631851,11.5795291489474,10.8392135099234,11.3994665688616,11.5295125416154,10.8492189440781,12.7197863658697,10.4990044228659
"SMAGP",6.62951645399666,8.49801909281141,8.91301320052446,7.38540556783684,9.32575575649931,7.01086777727756,5.63325063768782,7.13377366428509,7.65386123182273,6.89998210751115,6.42229216267098,9.81540129193052,6.97760918633123,7.48397156048455,7.91905746915626,5.77593357493633
