"","GSM4063816","GSM4063814","GSM4063823","GSM4063832","GSM4063818","GSM4063830","GSM4063817","GSM4063829","GSM4063821","GSM4063815","GSM4063820","GSM4063822","GSM4063826","GSM4063819","GSM4063831","GSM4063825","GSM4063824","GSM4063833","GSM4063834","GSM4063827","GSM4063828"
"PVR",7.7952136770256,9.1051961493335,7.44868872592929,8.28554278230043,10.5783717478059,11.1154761336642,9.31006763530562,8.9601201239287,9.21477395950069,11.8304324140291,9.53898912933411,7.81387800883549,8.94382289370938,7.88841327837607,8.77236967408655,9.24788337768993,8.28561860688968,8.41962189465261,7.85160976153551,9.63685188148491,11.1366502575364
"TP63",-1.47247960583192,0.116786590151763,-9.96578428466209,5.09314054034495,-1.58759782463596,-1.13848985633666,-1.32052287315315,0.153202195913756,-4.31409335564887,-4.20496402556591,-3.51388265816019,-1.69343070250636,-1.47055002992523,-0.257583595876395,0.0131720836607628,1.06505317885067,0.832737738525809,0.963195915954289,-7.70933274364323,-4.94943773327037,1.22522741517861
"SDHA",7.81161167102755,7.45587706592888,7.38899970602231,7.32102703084099,9.55074274583147,7.41702124935791,9.36340655613443,8.28362827843678,8.58953655022251,8.96479945350356,9.03691894982643,7.44140379982117,7.64565338927116,8.38958229862541,7.24924432067487,8.56862955603603,8.1658360849391,6.53762920916466,6.6867036107344,11.2878162498531,6.99377624339611
"PTGS2",9.47764717667222,7.46107257037893,10.6079405556479,10.6453053701996,8.58701612742354,8.8888290775691,12.3494708845759,9.68891292230277,14.5435569618745,4.80762746262615,5.76377804470246,10.295132952533,5.98576726777742,7.03735037165441,9.26713335474523,7.99390075563742,10.214217108454,8.12537162267914,8.81089162692611,6.95332810524696,8.70283239862459
"TBX21",7.42140425604039,6.8479405501792,1.82142777014149,2.97069465469706,5.73883024416844,2.97963559195166,6.92260105195758,6.86769635028871,6.03072958731536,7.6154677959423,6.59003381719505,1.96927908009381,5.39416289158287,-9.96578428466209,8.78277450015505,9.67613339074906,7.19962130982341,1.85674233270349,5.80436183392533,7.90561745676801,4.00308316885062
"NOTCH3",13.2973176801079,14.4823202337938,13.6128260034923,13.7340693033916,14.4702413954225,14.1508104135472,13.1196698582902,14.833834446778,13.8048651927485,14.4372722860503,14.897811949629,15.2509967581531,15.9427472613388,14.545397767682,15.9013265607496,14.0570094321235,14.2182144014565,16.2646859795041,14.9009140135936,14.4969368298028,15.7135624105423
"LAMP3",4.90722045416214,6.5012144430359,2.22712924835432,6.04317365159805,6.61603857247557,7.46260206151743,10.4065791858179,5.4156177292057,7.57653725409279,8.71891195110813,8.16458618041857,3.12030548669514,6.15673395032395,6.29581025206391,5.01630687796291,4.25695779890605,7.41366346711533,2.3986365822824,5.09165287174503,6.02301288640378,3.3480000733638
"CEACAM1",4.46481919323658,8.16149018125655,5.83777474948458,5.10839983599818,8.0475591094704,8.02543084096864,9.23010956531876,8.06898351832271,9.73426251868682,7.47854556478273,7.59700518889637,4.90976254545666,5.00901611352661,-9.96578428466209,6.10774100704522,8.19254088736547,5.80716890545529,5.74531909329024,5.15221141258487,6.08561076006749,5.60711988688138
"TCF7",6.74088035093886,8.19624703354887,3.28580863169256,5.94133664474516,5.88419592253079,6.00724619222373,7.44910571475551,8.01833818122716,4.90988444557013,5.58502802163307,7.99372473746344,4.46039462398563,6.51522595733946,8.03874947638056,7.62677202791309,6.04055845103806,8.14987106403601,5.24422453042059,7.0213886677377,6.46597266929419,8.13647236611839
"PTPRC",9.61949866440491,10.7187914249491,5.13975188330407,4.50935507740254,8.04688553411028,-9.96578428466209,8.58107514110647,8.1584284248524,7.65701040353848,7.22044217732854,10.3404298586516,4.8551704762758,4.90422925546922,11.0611787754831,11.1257692569437,11.8411711892485,9.78146266581546,3.64410546594095,6.43269088071039,9.12140063823052,7.38414826322638
"ITGAE",5.68368438501736,5.99183835395195,4.79590094765092,5.88647088958807,6.98143142529098,4.71136054253457,6.2483450752586,6.36118179448343,7.06304016162112,6.60696182457624,5.83355451324493,6.76568988077895,5.79218068786405,5.75822907878703,5.93265555568546,4.49321756099562,6.3491550579879,4.17986292303495,6.09649062995433,5.60286244158965,5.44661321965128
"MMP2",11.0751281267616,9.80572936453078,8.68577059098835,10.7292060578239,11.985386576772,11.3720548126761,12.1601834245434,12.9745018874233,12.7517407007537,11.7855771148948,10.63262629974,10.9283414510621,12.7783441184328,11.8991907390542,12.5792687899129,5.39868555550001,12.9466160984011,9.52923199909552,12.4535697924232,10.8359398599593,13.6077939131174
"OAS1",8.63113120892882,10.2199997670958,5.929315464248,7.02400822311469,8.51228931554677,6.76741379931209,8.25723790777008,7.99614748615119,10.3516239125384,5.53494962519329,9.75296998208745,6.48662299516107,8.57818925267764,5.88569100516181,7.98174364808288,7.37470566087578,9.18267169169579,4.50592902856776,7.58005651950709,7.71223946450462,7.89742619690964
"LAG3",9.56749163914086,7.01496670183243,3.40002278456381,3.72953101838587,7.30805137267297,6.80625960388449,7.56438807715082,6.92773174770224,6.42558669647138,9.22293349151734,7.21618709969017,4.58609337074502,7.6515640799089,5.56712435677295,8.19773960600635,6.69187469901987,8.26064672445643,4.64076088765126,5.75721024053181,8.48360943293846,8.31086994468887
"ICAM1",6.80742705500634,8.52125964864763,3.28172999645789,4.55713924541111,7.35336563971084,8.78363278965267,8.9946798450445,7.69209865406738,8.81398732158192,9.41773587122946,6.58604531779097,4.39037465995708,6.34624688747051,7.52921345027629,6.12903732566998,8.35752605346779,8.49667605037399,4.78464060324053,6.82306019677482,7.56104655282917,8.37485821399251
"LYZ",13.930769764578,16.2246891012958,8.85365201835506,8.95842946486146,13.4946319894254,11.1911122810379,14.3650156148704,14.3458675198148,14.0136254715023,13.4297403065614,14.1999905828591,13.7464126025138,8.78910289137128,14.557421877674,14.9560235632801,15.0352201312575,14.0077632356661,10.5770709424058,10.2404037793781,14.6273475509291,11.9195475353924
"CD209",8.65791469985662,9.94731972931625,6.21963533590215,6.77912836925098,7.61321190259311,7.19588496513465,8.91294710273794,7.95708636631974,8.09515224499035,8.52921110725058,7.32261591609565,3.37444137114508,6.76843975183647,9.72621339008451,7.28878857479672,3.32384416365084,8.9861916130069,4.26181135378955,6.77394491236524,6.96673499591303,8.13201433693834
"NRP1",6.9894240205037,8.30781647055763,4.3053146677639,4.85656048511132,7.78489130188046,7.85073880126212,7.80990829238343,8.47354990578868,7.33476043390937,7.1600045024823,7.2581589598068,5.00125595036439,6.28071992699147,7.17968520617232,6.73460937314395,8.15361384207671,7.23230387584759,3.39102116306301,6.55230728339984,3.87969400513347,7.12590625330336
"MADCAM1",3.02854422305973,2.52757133724725,-9.96578428466209,0.390138270115831,-9.96578428466209,6.33806583590402,3.04012196954564,-0.0971837831421955,1.64823993239842,-9.96578428466209,4.40480845579786,1.93213564817444,-9.96578428466209,-9.96578428466209,3.34041699528184,3.94521158182507,2.49999789609032,0.37284625925833,-9.96578428466209,6.05693223867205,1.74486891911186
"MAPK1",8.41938593413584,8.85854521484809,7.99205460951579,9.42823704630607,10.6132609011922,9.13665948473493,10.2069032454714,9.7960488589258,9.85574090312387,10.3393367307163,9.18648099658602,9.07619644117062,9.02763760821906,7.23246505881821,8.65983003538263,8.1492502185369,8.55063906013173,8.08962155513896,8.37401745016565,8.47752353118476,8.68382415804026
"GRAP2",6.29249023649435,6.96750064746218,1.72791043732512,1.80337873879685,7.71708963061072,4.05768680279088,6.86256545345773,5.83311019818368,4.67275853775844,4.64577946242144,6.75115303909519,2.61433410562465,3.81502201639595,7.41782045463987,7.77733159927183,6.78113017559988,5.65798463326188,2.87765670416517,3.52673365070014,4.97953837707025,4.43006912019125
"CSF2RB",9.72556871524375,10.4501843720911,5.99917382057266,5.28344363371591,9.17936026404017,9.07516757928991,9.7676094484927,9.22828551616825,8.94554976668859,9.83582288378331,10.4199275325543,6.1875292440793,7.5464970854092,10.8862018380647,11.3130343622668,11.2981393413456,9.73757522941808,7.5805231472657,7.51260774060462,9.26860773002392,9.32679797897847
"IL2RB",8.39631364420331,8.39589824416166,4.03309169428644,6.68907966407046,7.51808422632313,7.00026484548142,7.51597652538913,7.54938885902001,7.68301985695008,10.1943247197782,7.75087577920594,5.71369856387855,7.40162534724712,8.37199657051625,8.27366227777745,8.36169117036277,8.31820203584599,3.39923399668724,6.49103517702925,8.76184805137222,9.01259800308784
"GZMH",10.9034096548016,8.10130076766016,6.63727057130056,3.02176255319655,6.96877967030746,5.25938322752412,7.83092965487965,9.08044128549638,8.87527692389702,10.9032612630576,9.04862582376367,6.08689265188641,7.84059918825261,9.27954442216039,11.4319566655159,12.2284982563894,8.62052703001324,5.39930544281316,6.17735834050786,10.6840253386553,8.17126438272325
"GZMB",10.2411275243936,8.50745691490984,4.01813295350122,5.75435547707274,7.99456727933346,6.11744778543748,6.1595018384693,6.83185064632237,9.24628883954451,8.75391769856825,9.1903671967147,6.82087588387367,7.93354077209913,9.3745678711196,9.5198821190164,9.85508664058927,9.84070303366447,4.26894933601021,6.96884877438503,10.0682126414058,7.54847978159449
"PYGL",6.9151001728642,6.97037282922479,7.37645275380562,6.20065637863851,6.73667657536782,6.96447834329208,7.62054755686103,9.44633874406099,5.41624525070024,9.32774035063292,7.84878691640342,6.44040394281756,6.74706240754045,8.30634609795061,8.27470661000122,8.08173267591893,8.40895254483834,6.46014573985416,8.56953134516503,7.58663565749966,7.51021823347651
"CDKN3",2.56010889527596,1.94484832817048,2.70131417017532,4.19637570337164,4.83242473326978,3.61776512015238,1.48315021089963,5.01642946087784,3.77613873870307,5.82763613618939,0.669532073948367,2.49755744125569,4.09472505045278,-1.26377302390679,3.89324181934433,3.20996344360683,4.63707519300937,5.11325292094273,5.19541020299866,4.26909300807807,3.96655874628239
"HIF1A",9.99183926075155,10.9315412386504,9.04842311608879,10.0068099349455,12.3967211660167,8.50249410828531,11.4838913354309,11.232952695537,12.3012718281693,9.91776678980779,10.76548833539,11.6942555802342,10.0247324488519,10.3757834007109,10.7243791270798,9.9812547354747,11.209681205722,8.23766887275939,9.93489357929754,8.77612669454544,9.24804781210978
"NFKBIA",13.8182007834703,13.8081307054488,13.1659852460243,13.7058182195665,14.6756688068583,16.0766803589247,15.1551752188781,14.0313540975581,15.1671896095415,15.360501831456,14.8293219252874,13.4855313573868,13.9610481764383,14.2133260913868,13.9659322434848,14.4363348803458,13.6362961933297,13.9225835665301,13.0097222654141,13.432692086311,14.1751277673329
"MMP9",11.6236487932458,13.0722503669657,9.89938124459261,7.92359608993237,11.8871893846675,9.56877698049976,10.9842347277931,14.3266556629634,10.376073281968,11.7141227116116,12.3127159355188,10.6702286877897,11.7805774952174,12.6215635914667,12.8294093905026,10.0317204982698,13.5072732287286,8.89723286108852,9.44295365271772,11.334416877164,12.0793817781239
"CD40",10.464138307581,11.3427752830779,6.40955369690263,10.3116972352047,9.14564001188294,10.1912665330539,9.9263431447838,10.9488227475725,10.0039942812063,10.2628301034967,9.3732854041226,10.1104519890954,10.9116226807546,10.4684835336654,11.0465381244709,11.3327230362159,11.3433028810725,8.52965699459478,10.1620539051204,11.3996539056157,11.6387395358571
"SAMHD1",8.20468802226549,9.02795187464822,5.00241224217669,6.0133675658789,8.96182327076021,6.23808578247706,9.30623512148783,9.09617908381624,7.95966410488362,8.20878694006887,8.43521185900748,5.85389038446582,6.9209125541961,7.22394859748448,8.59950042530661,7.31816587474491,8.38160048480212,4.87607289650955,7.83975367139908,7.1876420678243,7.12614896703092
"TLR8",3.48990510528078,3.82790538053872,-1.77452861041044,-1.59443670173956,2.58331905670898,-1.13547412766366,2.78363789660058,3.69388054349713,2.16011118758975,1.69561305167699,3.47105085970985,-1.17834169843376,-0.524948745730434,-9.96578428466209,4.27080698944814,3.88346344056036,3.19339422822365,0.324360158847642,1.06543720339065,2.10509236695365,-0.542991204453143
"CD40LG",4.16488521068446,6.69868383347854,-9.96578428466209,0.275128657989227,3.86607118993191,-9.96578428466209,5.44118498984187,5.04794794922655,4.11772412897011,3.9241426526464,6.39055316503227,1.17574941086913,-2.92866567292393,5.82438982159135,3.23585708031543,3.76837808291565,3.83511965868036,-0.187350961874901,2.99621734843471,3.64669147158942,1.04293984952322
"TNFSF13B",11.3515123898072,11.6410952971108,7.35957036515239,7.79938913148986,12.2629980092596,7.23541689301078,12.9311563382326,12.0492982468965,11.5703215615413,9.3013976493725,12.1980907702821,8.42196087156458,9.39461874590127,11.4640744746693,11.3919942830156,10.4390787000189,12.0085126601107,6.61616034813325,10.306048014529,9.60106913752091,8.61839651515582
"CORO1A",11.0821789862815,11.3897770532419,7.46709521853566,6.43978368661999,9.66353426664235,11.8441557252468,9.7093647401451,10.256228742203,9.01467079221959,11.3247841690673,10.1602685276728,6.23519667237854,8.34142052761031,11.9036529239776,11.5227011787712,12.2661973980122,10.3743776822521,7.94624485109075,8.34478545334999,11.2192750242184,11.0870112653806
"CCL22",5.65704971701972,10.9012078231963,5.38766341560745,3.50967050905003,4.67799807781339,8.45375337243364,5.50152226492899,7.50882318454876,6.61094494875325,5.80122721870155,6.97613561873671,3.89679205536875,6.21463968408192,7.1026812243766,5.7836509912562,6.82813902358908,9.25006884767245,4.82987086531034,4.5801774501383,5.86284362805805,8.34441930855241
"CCL17",5.61937838080583,12.0566851268472,7.20708755156969,4.75571868249214,5.98346382803336,4.42002622438932,9.07333370216644,9.56619373301183,3.64368536456883,3.98440341937464,7.21446386879911,5.48463667088666,3.1837416829689,-9.96578428466209,6.05157200294088,6.35240596361205,9.45133517827107,4.60091613305567,3.69170053424336,4.8537327254722,7.17351724435666
"CD276",9.54390548849058,10.2710988064855,8.67930590995471,10.4142201162836,10.9341058494494,11.205587397189,8.77674193680459,10.8062837742865,9.71262776203353,11.1536653909122,10.4525357219956,9.4051082680013,12.0163152362198,9.83202540363236,10.4124777569486,10.6609300425913,11.3625372833727,10.2768990641121,9.80537775190749,11.0092526837934,13.6518769897621
"IL7",5.59310931685271,6.60620901504154,2.40744249186698,4.56518404777364,4.19884456967864,4.70340362932582,6.68171068090994,5.94245210449692,5.63582257818901,4.9928875931829,4.71635278588022,2.27925286904738,4.12784867749301,5.6361112487681,5.02025149257227,5.10892626456791,4.77710352417999,2.51650033555846,4.25589949634889,4.69660315627266,1.77070516975553
"CD37",11.1099298769509,11.9543246492724,6.65526165735462,6.38079212182596,10.5020630236211,7.97298265709834,11.2572334283424,10.770685363891,10.0939918869838,9.1025736287793,10.8199251917439,7.56714154966665,8.36463677435954,12.5335813545372,10.4803166286445,10.6030931168621,11.4393317227881,6.83790793074111,8.88050217723766,9.41695498068164,10.0573730989324
"LILRB1",10.1474122815494,9.78261660573851,7.05095763717801,5.62835512963025,8.06249520618494,9.48139562232213,8.06629158422129,8.77892146698121,8.85335759244961,11.4751198511759,8.78715719204111,4.79049473022907,6.87698958198065,9.55293513591716,11.177288717741,11.6874185524531,9.65743261003421,7.89247603069263,7.29284799390779,10.7535293271021,10.1357503221797
"EBI3",4.8540205898211,6.04237971691814,2.70778671389453,1.51153938791519,4.28851286472141,4.63481685723441,4.19764525979824,4.37383540853128,4.06852034296646,3.94364663526659,5.39527329146997,1.58030518530249,2.69406180223591,4.27508901648037,2.95766410126162,3.67265389202272,5.2442142533116,1.10535692183305,2.79396785948215,2.09813553206962,5.84056570438074
"TGFB1",10.3489471971248,10.833326553191,8.29408170511716,9.96014793237112,10.7588519661236,9.31711183250611,10.5858103983993,9.98216364381799,10.1623195698891,11.1870990225907,9.8820857313348,9.61873897430302,11.0510505213103,9.67559560843886,10.0407924530618,9.83736759388954,10.3546482997481,9.8478268914579,9.92794118179514,9.3089212244205,11.1753555565487
"CD79A",10.307135903484,10.1275481639851,2.54846375204006,5.86803973823493,7.17743349144892,6.78325626613283,8.19858648002426,5.22798322438394,9.7448681389319,6.9149363904824,10.6322027691796,5.80388416042951,1.96649876113062,11.6339896597777,8.63971874471556,6.52364773113616,9.9413742671342,2.30569245811782,2.73076905911999,9.2465361131494,9.74489352819238
"NKG7",14.3000744486203,11.9319430212749,9.13747534583724,7.8888576859914,10.8767517490962,11.4584163542149,11.6117109289504,12.1558004523396,11.6935196268541,14.2778003462844,12.244871305717,8.74305644583026,11.081856879336,12.3398825633428,14.6784621016136,15.4636926629764,12.4356723442492,8.4330445638451,9.95440833607303,14.0720774047815,11.6673972135459
"CD33",10.0942030745768,10.8995140246143,6.64332229383275,4.49938159934859,9.37918534495794,8.42481755955637,10.5513833543354,10.4540956772431,9.39445304802876,10.3011429086493,9.74834516330433,7.83380279944495,7.69727619518662,9.24483189172359,10.4920594671094,11.0718739278032,9.6048107971076,6.41823566405446,7.78622126469378,9.0341083941721,9.06987237690511
