"","Patient185_T","Patient168_T","Patient102_T_P","Patient169_T","Patient156_T","Patient48_T_M","Patient150_T","Patient63_T_P","Patient155_T","Patient125_T_P","Patient135_T","Patient148_T","Patient15_T_M","Patient152_T","Patient21_T_M","Patient133_T","Patient163_T","Patient8_T_M","Patient4_T_M","Patient99_T_P","Patient105_T_P","Patient165_T","Patient38_T_M","Patient126_T_P","Patient10_T_M","Patient22_T_M","Patient16_T_M","Patient72_T_P","Patient6_T_M","Patient23_T_M","Patient134_T","Patient83_T_P","Patient121_T_P","Patient18_T_M","Patient132_T","Patient184_T","Patient77_T_P","Patient131_T","Patient9_T_M","Patient79_T_P","Patient74_T_P","Patient141_T","Patient34_T_M","Patient187_T","Patient146_T","Patient116_T_P","Patient82_T_P","Patient94_T_P","Patient183_T","Patient166_T","Patient170_T","Patient173_T","Patient7_T_M","Patient11_T_M","Patient151_T","Patient31_T_M","Patient67_T_P","Patient36_T_M","Patient17_T_M","Patient154_T","Patient87_T_P","Patient1_T_M","Patient100_T_P","Patient153_T","Patient75_T_P","Patient61_T_P","Patient35_T_M","Patient32_T_M","Patient25_T_M","Patient98_T_P","Patient117_T_P","Patient14_T_M","Patient58_T_M","Patient108_T_P","Patient147_T","Patient24_T_M","Patient47_T_M","Patient179_T","Patient45_T_M","Patient140_T","Patient112_T_P","Patient96_T_P","Patient62_T_P","Patient144_T","Patient188_T","Patient130_T_P","Patient27_T_M","Patient162_T","Patient142_T","Patient127_T_P","Patient33_T_M","Patient20_T_M","Patient30_T_M","Patient13_T_M","Patient78_T_P","Patient44_T_M","Patient172_T","Patient19_T_M","Patient40_T_M","Patient42_T_M","Patient73_T_P","Patient86_T_P","Patient137_T","Patient37_T_M","Patient159_T","Patient158_T","Patient181_T","Patient76_T_P","Patient145_T","Patient167_T","Patient106_T_P","Patient149_T"
"AEBP1",8.26101829669097,9.89403103757254,8.65742921572225,5.41078204163409,9.689493114491,6.46157766998778,9.69127417443574,5.86049108954342,8.41413976226718,7.35236129144257,7.18369492397791,6.99526968152028,7.57554681009146,10.8334918025209,7.30077352331127,10.0289296151709,7.84562176926106,7.91725868844062,6.80646584496714,8.78453997133558,5.59964510073885,10.5538126187637,7.91355366105295,9.94860230747384,7.43421954515004,8.12634827160072,8.77165782912073,8.11510088850487,7.46728763309879,9.71039491425582,9.07524113197048,8.39562410027667,8.28983907500859,10.5538893971187,9.30280111791284,10.7683340462522,10.8887820550467,7.93729142016205,8.65560585224928,10.3286423934026,9.96344666857965,9.47595832797213,8.70643040027746,10.921283830252,10.8660973778296,8.58184456572515,7.80129448450871,7.21917820294672,6.12724118975447,9.87433744549225,8.80377918016414,9.65320515375547,8.40357024067838,7.65005366141898,11.3058514235259,10.2241114402971,5.25251405978365,7.99458538094494,8.82381622094967,10.3183405696767,7.94140566728498,6.07169832311725,8.96211807025175,7.5922402429687,10.4239678258502,7.32427957376886,9.77747067581254,8.88108642222485,8.03298792484041,10.3671864793933,9.99775954792982,8.28388011277593,9.73132072831235,3.91943543256537,7.5393992402463,8.4421597503505,8.54082935312495,8.10826830339793,12.6493327568996,7.61751154441836,10.2681922490985,8.24703029581667,10.467565814291,9.86554924978064,7.93393255899225,7.45689647908385,7.54651637796028,10.9591985212583,8.61091779038202,8.2597479706816,7.23506643914423,8.07735517094841,6.16914332990668,7.07190207618492,9.8484054244549,9.30567646349635,8.51005599574815,7.89857720373277,8.63241727659069,9.57763841902727,7.52959453181395,8.90361376266999,7.41490505830358,8.51448131080691,8.46634569854902,7.65105886874834,10.8827660705475,8.02691622259586,8.705151984965,6.9101450085162,8.91815065612743,8.58278554547189
"POLD2",6.04441597820863,6.02859125213536,6.69600772792552,6.90377341364166,5.88095484237335,5.94324153425413,6.08748405719788,6.63009963524956,6.2380416313059,5.21338616786816,6.49714927496586,6.41618105801878,6.69975982664442,6.6582257667904,5.86421091173853,7.50859503461051,5.80247759116124,6.11522056133921,6.71631876013145,6.8983413916917,5.27355318743717,7.12413165369206,5.07856714067447,6.18410173200306,6.64991718643225,7.06243476280214,6.50177350592274,5.91602274513231,5.87629592103295,6.10246917464529,5.67810008247498,6.0409143426166,5.80969739875178,6.93122209624878,6.10393818610178,6.08896839874898,6.29298415397593,6.607493070163,6.58692983633741,6.77480023483819,6.28264366580086,6.34093606802862,5.69267826410154,6.35862482998852,7.03882024632868,6.01192047716266,6.32122460956645,6.21394989906968,3.61364951534525,6.4982668264555,5.79911321631261,7.30561490899429,6.32626768047419,6.83618925117653,5.57594760598017,6.93676748131259,5.57745904122809,5.77270385933736,7.03882024632868,5.60291409349616,7.46050504335182,5.68512721245405,4.93644949305764,6.74968174754217,6.85026186208932,4.06272616292883,6.57774603500232,6.09489054002649,5.80376949525294,6.18152002887604,5.95584748365193,6.07148381511149,6.42174506654557,3.90120480571599,4.45028749141609,6.07705068375465,6.0524811061103,5.29245048019377,7.19190804448825,5.92245952725949,6.77387767754822,4.71154997029548,6.23191235650222,5.90883692043986,6.89822044748687,6.16029500317809,6.09256688287519,6.44013829379929,6.00968308113895,6.3885511990301,4.69604947156714,6.24547664784011,5.82809839273307,6.26605563991096,6.33254682966605,4.87779332037437,5.61944235722868,6.74834046664593,6.82681539295995,6.90280921444894,6.42963270070605,5.74526422775975,5.19144421093541,5.12808714555307,6.59411555663958,7.04637100523033,4.97411626814049,6.56987079451461,6.70170152434212,6.18905359803522,6.80155963646815,5.85077442472758
"NMRK1",4.25859429865875,2.91857705450362,2.63017245928107,3.32351418724138,1.8682916687728,3.58147176803605,3.03579983742326,3.85309742464604,3.15882172229711,3.68605224160799,3.94495212426222,3.82486966289182,3.22357700580371,2.16382072649042,3.62304744803813,4.31838915506352,2.32221660504549,2.37878903793411,2.44652092029318,3.25414048420073,3.08932865133343,2.66698377006666,3.68605224160799,3.40067454196401,1.74027998267288,4.00099151204738,4.26985602612545,4.51985637480243,3.27217252864411,2.56827537178828,4.73828145312164,1.39011735366633,2.9487877129869,1.28747229511906,3.97737152027725,2.50868217947055,3.38832732379874,3.94401506587588,3.30173395713938,3.3548752589865,4.15145296108506,2.8096202348419,3.39245481576404,3.04980499573531,2.7868054329789,1.95642843312336,4.4647336049732,2.66471037684349,3.75071368473541,3.28850622045497,2.90323113089,4.56504875003326,3.97278454248179,2.42519072149345,3.47521461587823,3.13766745705401,2.074162875507,4.0985374642271,2.7614980445501,4.29211913507683,2.9710376598303,3.34070468006654,3.17008529198643,2.910924496893,2.15412950079018,-9.96578428466209,3.47910118892083,4.57597785020815,3.95056172905206,4.60768539498224,4.61947170326249,4.15874095108297,3.15396742753934,2.68504308947668,2.8461924097082,1.20851725980554,2.74437640712083,3.68493091787604,1.89180800103544,3.65661077482308,3.50092949398661,2.03597574366513,3.87882341394817,3.40612845656202,0.576280257621361,2.91666771722005,4.0453555955959,3.05502207606218,2.93941466130072,3.94401506587588,4.79238686882505,4.04710209425467,4.02688856552704,1.85239842028655,3.51235332225663,-9.96578428466209,4.37510895714347,1.39561124850381,2.50360315630226,1.92637902519987,3.87095647309494,4.361838527705,4.03834838108761,3.98194396021303,3.28406988534516,1.70088355602827,4.25179482264146,1.48078212440398,3.31484151284709,3.55961417400753,3.79711676511297,4.16840135238727
"ACTA2",7.391209213559,5.7742863114156,6.50368265370641,5.92697196069113,7.34323902421044,4.71044829788053,6.98380308151722,4.6616926021993,5.56836658634532,6.2500330702799,5.94862420700373,6.18964668140285,5.38787946908722,5.5270390484142,5.43865880252021,5.8351914275376,7.01648517694164,5.66365771967114,5.40534572407975,7.48454902803876,3.90217007742395,5.88291200133234,6.50241016927125,6.2574067013281,8.25955967906902,5.48449263736221,7.607263726288,5.85725946721011,5.47056940182629,6.24794649614818,6.82185049857342,4.73665898889205,7.19791452327652,4.73178061958792,6.77348211518534,6.54320199408379,7.13258712409746,5.95352134354868,7.75489418129172,7.91660203880542,7.50399265173293,3.65546632367558,7.85050566458964,6.26211364257724,6.60156281737652,8.19002711485391,5.04181244695049,5.11939768090299,4.66624531014182,5.78818976420367,6.62426177014161,6.84060170580555,5.83164926925929,6.32626768047419,7.786341515531,5.60261721822949,5.35229948971812,6.67229803973389,6.90292977459483,9.47106752893771,6.20888787432699,2.89936900827598,8.16917841398865,6.30598875513408,6.18370484748978,1.97489636376201,6.48028128118261,5.29428990190471,8.3347693708792,6.96798704020758,7.96186059414405,6.48076597088466,6.37227306378057,2.11470017240548,5.08155267514211,6.4416328672752,5.03126284905053,1.91876784932514,6.20752198138707,4.44367295027579,5.85750831070474,4.99869196482619,5.79001609280516,5.13302915617786,5.56623674259629,6.0944683351857,5.62442262771781,5.24986246388776,5.92388603159373,6.84248863434942,7.44576807961056,5.94955827740809,4.82786982284415,7.62088694061459,8.42454843688724,4.69771822758397,7.94632732625416,4.7803625979077,6.34626550621373,4.73340857625004,5.86742701766117,8.39536704306451,6.43564526095028,8.80957843600073,6.91326043825845,6.50558927841433,7.2284435410137,4.11445031902788,7.51751979671815,4.64506754491111,6.73580646418603,6.62747551889104
"RPL28",9.17263002181138,9.14070453583004,8.3877201026258,9.55034469833845,8.07639341340158,9.57478461264848,7.58060530034026,8.89394157530626,8.80970704395034,8.58763127082223,9.19571915075837,8.64605822507306,8.70836314688875,8.44894636493769,8.74278436082517,8.32841014717658,8.20965318454951,8.94641213622139,8.70113662119422,8.19977539080198,8.23256962623334,9.24800107003264,9.24736028991986,8.38128769919787,8.96645065585108,9.50611117473195,8.24873880125077,8.69362982602087,10.2249916794472,8.45385088820631,9.40714239943512,10.0453241938533,8.82575701237282,8.94974210128887,8.97951379795245,8.32755713495375,8.43642422360723,9.15013060189823,10.0131007032672,8.39814939292397,8.3452322460101,8.53438459718925,7.86270553917191,8.06307684429506,8.6163687253841,8.23965103332415,8.21427540210682,9.20063136914335,9.18549740200185,8.44443930895836,8.79646472740448,9.05406430846855,8.6773708160571,9.76168585553913,7.4932230060144,9.84599333826526,10.0297165201796,9.11756778321032,8.97839872322989,7.14568764368396,9.46129730833013,9.7627491026657,8.7823790764007,8.66722155890412,9.42139373591674,7.81186273481693,9.5700283417382,9.13185953225542,8.90659300906667,8.74039130576932,7.69579203320026,7.87775038384345,9.94876289630731,7.61927360594912,9.44327718412561,7.98596144525202,8.32629914429929,9.16877489552539,8.15537989141226,8.80806643319269,8.3135678459951,7.4774425791355,8.76954365588502,8.48454500020639,10.4604057236437,8.45631744878312,8.48365860360074,8.35125287285505,8.77508676647909,7.97860178819194,8.38926994809392,8.79048208852625,9.677950383933,8.87175433957153,9.03919598208972,9.15439029920363,8.66171041419476,10.2185039046665,8.99149633650759,9.69164059046046,8.10024707739554,8.70553217272833,9.02680282524413,8.87504587570131,8.50291532086603,9.25720160042965,8.73077919236306,8.92917258422538,9.06450296917633,8.68639897468634,8.18616872656576,8.5091455432644
"RPL19",10.8498984261161,11.6595994980861,11.2283743922409,12.6721117073522,11.5926723976225,12.488422871367,11.7008562535373,11.3631551945928,12.0511276935481,11.9596908355166,11.5788684441354,12.3462591337543,10.9632074955371,12.0570003752523,11.9686419561656,11.6006242537744,12.0905362317994,12.0932032901053,11.1803325086166,11.7550298443914,11.2656097726099,11.9497504895183,12.0860469662942,11.4439852388015,12.695256788357,12.0558961960741,11.7950700484467,11.6783761034697,12.5151678449583,12.5232289314545,12.0313431549349,12.543498541691,11.6697403338871,12.2481443166581,12.370039192568,10.6952378630234,11.8052928587142,11.8710046194406,12.0500053999836,11.7757793945387,11.6372321101029,12.1875596158127,11.6342851418903,12.4882420938729,11.8852391678787,11.5771460207606,11.9637670694108,11.89545827166,10.8578651706716,12.6255721001397,11.7815158604182,10.933219268067,11.8730830090536,12.0434959124271,11.4790835004021,12.6265694096091,11.2385784971793,10.9171117144281,11.9324402938744,11.7947614706381,12.0115700644576,12.3753601454788,11.1080741977178,11.2926385537187,12.1925982758884,9.96644921382153,12.3115556211903,11.1076558340576,11.1458054428549,11.5003245472872,11.5281810766269,10.8060428578501,13.1690936782075,10.1015568479069,12.8376005374727,11.3921461999259,12.3206372635609,12.981028667979,11.5370975236494,11.9471112629113,11.2087653626266,10.5754456482485,11.1406259389617,10.4662712554227,12.3490354133403,11.3140286035365,11.3561828841544,12.395853003301,11.3032904453143,11.0330381856555,10.9996695793648,11.6498853104801,10.5985745682176,11.9973703924779,11.5251395309569,11.7383925082854,12.3178735580697,12.7975381215199,11.8109535449286,12.2633311210645,11.703640179714,11.3759739471984,12.1143640965571,11.4058014834292,11.7628973135626,12.2334282433512,10.8610488990125,12.1174713572163,12.0314431002211,11.2373599597735,12.5424179157452,11.8337009067186
"PFN1",7.85605819380676,8.05783472301162,7.53877869621434,8.33914183987515,7.03266290853491,7.56079900735141,7.7121899309975,7.59477992351593,8.04286864679279,8.87762463379436,8.67754700113605,7.21646456585879,8.14440842594957,8.09302663020675,8.34691701089356,9.03782421028593,6.9444016762128,7.46851000746943,8.67034112302701,8.31243374444744,6.66819005469234,8.08507936584253,6.85749586954935,7.41465141398856,8.0188733721591,8.31488228786933,6.75757002247341,7.29030459209149,8.0525191450586,7.05746110318709,8.22978497250494,7.4490743415715,8.08279305294112,8.16425832215164,8.075698411775,8.02486816609264,7.99944197487081,10.2610970671166,7.95937025259619,7.97378919081482,8.28988517250931,7.32841463538062,6.50113656148975,7.48350141281217,7.5694075439836,7.69766958285186,7.10769832965233,8.45742602671732,6.55230021221154,7.82024918037649,7.34199463955231,8.36536447152343,7.64840072738442,7.66988424500834,7.57637852638389,7.09149885821971,7.65005366141898,7.25843412431309,7.97390396323352,6.99073934740013,7.57887080220966,6.69266431713595,8.78028056759264,8.33244389270743,8.74433267456273,7.37026020122379,7.42979168781425,7.42325040130364,8.08412274549236,8.07874324537202,7.30479393124331,8.7832962150269,7.94263765697658,4.61535743937816,7.44361493899225,7.92529332182082,6.74471276710148,7.04822528517162,7.89148602174272,7.391209213559,6.93287614320482,6.05487017802135,9.21249881704195,8.36278108315013,8.04385300725326,7.99724159171587,7.80542789539757,6.80285236246293,9.08052709438839,7.02160187160431,8.3056559456208,9.03974432580562,7.48390443177741,7.82846022101305,8.59637986622034,7.41482051515336,7.96607856443491,7.56674667002594,8.1597754902178,7.08991122247387,7.63576164535767,7.84386453546884,8.9016543407046,8.48691946953285,7.51033693245177,8.88056615273399,7.40990851620973,7.88032431657344,8.67225206672068,7.72738274631308,8.09085872201653,8.90083964401086
"C1QBP",7.34163890384651,6.81507582970294,6.135268074561,7.98334137623571,6.35298798794273,7.08439385233163,7.39318449668521,5.92768316175764,7.0177103862744,6.43297610503875,7.34394961954974,6.88534251890147,6.54304729143277,7.07565028388362,7.32490958733418,7.17862501763404,7.2949055841239,6.45912009403085,6.27632916036229,7.13001448396653,6.21686223898331,7.41625707535636,6.52420475301698,6.74309752351362,7.34616797679627,7.10633784937426,6.00339984942751,6.32680696540903,7.07789454311857,6.37000730566391,6.83353528604088,7.14741864171039,6.83682042868904,7.22275626951292,6.19694139964923,6.90786408624498,6.57441944740109,7.01123843906239,7.32967078353869,6.73241845481145,7.24841149440583,6.8136657709969,6.21860682514275,6.92838216775722,6.15037689113169,7.10926652204515,6.40106723051418,6.7412107841603,6.14202534482694,7.33361157241316,6.50193269810184,7.36388068330011,6.61898741735555,7.22091999245047,6.97683330591193,6.73350348370759,6.42460302120621,6.57774603500232,6.68005706213696,6.16130323221928,6.2839402872689,6.74094104842911,5.82631967169505,6.93794460545561,6.98117908620756,6.52624099806563,6.73323230297712,6.18350636428212,6.33915520465934,6.61295693565562,5.40500527310572,7.00451262813388,7.79455233104831,3.33642622188671,7.26960360158853,6.89422359007057,5.8855987669905,6.6427160102622,6.31978048833538,6.91373913857753,5.92697196069113,4.71594826657474,6.83921638799861,7.38111894851245,7.72342886598619,7.54805894675525,6.34892286066775,6.17654219242298,6.75916915256302,5.52797736634231,5.86792116746336,6.9075036107444,5.48417036263431,6.4046477130954,6.91361947838794,6.42611376708787,6.17893369750717,7.51436689777733,6.70405579222894,6.47429001409673,7.36151397077051,5.85252326733535,6.01683056851899,5.65251517644302,6.84600431142231,8.20770254855156,5.77981126452777,7.42501443654367,6.12062150803134,6.09805314404827,7.33011914295235,6.61590178321139
"SYNGR2",4.22195439385222,4.12936545430626,5.0760031844754,5.71729256714843,6.0409143426166,3.87391160530575,6.1609000251511,3.47261773813468,5.86890895959102,6.14447470811398,5.35406421134056,5.15910438594047,4.75066009578082,5.14531062168748,5.11482508286957,5.71399817731505,3.64397160076162,4.60294377766314,4.4627721775331,6.71823831360006,2.72486851468639,5.96442173731991,4.81408893333443,5.87088251717844,4.93078463826422,5.44397125717881,6.21938152011291,5.05965811487029,5.56349374376253,5.96419066949943,5.71674402432291,3.37169824670374,5.71344838022339,5.03698678854084,6.4897837500517,3.98832112725638,5.62909428804127,5.87408380131237,5.78033634871434,5.770591219556,4.37580403089023,4.66794887844284,7.01693082800692,5.20284866332934,4.84604193304148,4.2832550754013,3.38970446693585,5.28395880199258,4.13922389508799,4.67474310649017,5.11107305643299,5.53203637337673,5.13097204204262,6.40702977430013,5.10143997589442,5.21610559599084,2.32509853776749,3.57664306286428,6.78399350523093,4.57597785020815,5.47349470706142,2.95251994903784,6.81481955787932,6.82884734025532,4.97961382663014,6.00542244546071,5.42125696732798,4.03218902476546,5.83822065657141,6.05508717032704,6.52733624845836,4.94396819697602,4.54973077039521,0.880489626687823,4.24648409657391,4.42364539658424,2.27828217953273,4.09178444720043,6.55445071468833,4.68991413198346,5.72030583020599,4.16196827761397,6.42896308904372,4.93456367854659,4.78769364724671,4.99371964337018,4.8384980179182,3.92134111283834,3.85708525122187,5.05402359604217,5.60291409349616,6.00429913108907,4.96951891221897,4.13594522759907,5.9655765216169,5.19499318101024,6.23114436295677,4.62474428907431,4.0427318769274,5.48481484011522,5.67781828408341,6.34662010307211,6.1550408237265,5.49156452846375,5.06440865662593,5.03786538242378,6.05833814451364,3.84408430677883,5.73012364497473,5.3708966042131,5.02551610915276,6.19871022740098
"DDX5",7.56955944579431,8.12975181665742,8.25267016259017,7.59910202799657,8.70625770763688,6.43930730568743,8.16430861199956,8.92683264275392,7.98140174063069,8.74113324030274,7.83637232108545,8.73488232689991,7.59276348397658,7.85331579407144,8.14959979453132,8.39742221944544,8.3102083159644,7.3697369199995,8.58372591187643,7.99441566942032,6.08387285681791,8.88347113868538,7.09287339737442,8.03138968205021,7.84505717749784,7.80993529482939,8.90800524793933,7.98025955916815,7.51223478907251,8.12065779214012,8.32517501066986,7.18240428586632,8.51487576892067,8.15157980323843,7.84229376602833,8.57190808978498,7.64090285760366,7.87541762395143,7.58354164834971,8.23170599840572,8.45298659475957,8.32499506797648,7.65643201416484,8.54241670653803,7.97103191001396,8.45520801835403,8.03045195726916,7.85717858383188,6.88363303417974,8.3036940012471,7.99825757020615,7.87965063506855,7.17942147619277,8.32953176382258,8.46614173562309,7.39043553989227,6.40174991263923,7.75395880233826,8.39146271633583,8.92537937730931,7.64220335752576,6.63446258362834,8.25758113202054,8.08985297594479,8.36199200893329,9.24731281340264,7.72969551026322,7.48889253588351,8.46430477052781,8.51688582937722,8.34447789796493,8.49569915944655,7.47889902149652,5.81739302184731,7.38595728329378,8.59298393586051,7.99859607077062,7.10109324365781,8.10769309949283,7.78581861284147,8.13535530149714,6.56393602393689,9.72725850039947,7.51491915272958,7.75596244373538,7.83921008806153,7.90809834702992,8.57050467507029,8.79194752730097,7.99605537848808,9.05796736184925,8.17333234720032,8.4193324162925,7.86338717813766,8.10303072348194,7.50335668650715,8.41519669414728,7.18973562288286,6.49443161180655,7.62841637607658,7.7784780050313,8.63263538701603,7.84160208530892,7.95321284839538,8.46997142217555,8.21247693026238,8.90117161301635,7.18349643940489,8.46557048597772,7.66867937671064,8.29370613957195,8.19170575244538
"LGALS3BP",5.95049174344146,6.63852279890483,7.01313839872028,5.89581154694577,8.69296763321654,5.6082474282624,7.22265968159858,5.7463396420142,7.00248875527848,5.77849771734611,7.09835849527489,6.41059550780311,6.49890503884616,7.74873627419875,7.20907314589108,8.09482194014706,5.17835611359927,7.37904039891973,6.03981833624256,7.32562926611441,3.94588857440603,7.9088789417037,5.81175358201608,7.54690217481375,5.81072585670262,6.31743070387141,7.55597716114862,6.10099866585612,5.16273370789251,6.56819935525178,6.94240893842522,6.5193374621687,7.24936000565353,7.04254584910017,6.86976038741096,8.22260655548921,7.36440609257477,6.24014256970009,7.26585879564718,7.79805699702758,7.26623371396216,6.44428606978552,5.05662687792665,7.86078282209294,7.52223626312158,6.78373165171389,6.00990697694933,6.40038422519156,4.29726479694994,7.50446944174368,7.12112940253069,6.59843964894461,5.96765280689404,7.72363364300363,7.29131807005903,7.00967188543627,2.1798294908513,5.39406820399766,7.97131937276256,7.07746733424347,4.11361716178545,5.9988950135527,6.63562381160172,10.1777446683672,7.96619395188371,5.27168711846725,8.13258198339289,5.43832612368259,6.0652491682396,7.66370752481885,7.15695273015131,6.86976038741096,5.67273647793745,3.69052884140145,6.16874230836419,7.65435677020386,5.69769043079503,6.09910580661788,7.51444580428597,6.34821471126726,7.7882354506072,5.86544872415649,7.82846022101305,6.9151742872473,4.90019057485693,7.71871095443642,5.76290686164179,7.45179631511571,6.0441973748018,6.9452214159412,5.17556452015688,7.44775274589368,4.90501387192049,3.70055069041459,6.91815960284223,6.54474810888158,6.53762222096005,6.74981580707253,3.2142802598049,6.79585784052402,7.22352874012103,6.30890325476219,8.0091623890325,5.81867164416663,6.25457514759505,4.34702778174228,7.41971584675833,7.43855069031235,8.18616872656576,7.12289010052196,7.25134985174574,6.91947118723699
"EZH1",4.42498925122091,4.11278352311619,5.46991852769065,4.22427185265138,4.0180109604982,2.46754034205384,4.27359048420801,4.23580363397575,3.87391160530575,4.99733757584117,4.36604239170877,4.17879430187179,4.02688856552704,2.51626734437183,3.75071368473541,4.26536187875761,4.58802497495537,4.09600878566277,5.03126284905053,3.19550508918432,2.18935017019566,3.49582305545167,3.72148203327172,4.32127873600225,3.71270582163856,4.0670363210131,4.3944455450874,5.09174214128894,4.07647358435656,4.51229010577038,4.51481660707872,4.66794887844284,4.54355774723834,3.66914018047301,3.85907503850494,4.17799749690242,3.90794818423672,4.36883817775088,3.53617726514187,4.86150879382031,4.2869550544525,3.85907503850494,4.91317664936969,4.50912574443665,3.74534491164144,4.86794587051108,4.02067998267204,3.63354745829421,4.08329848049,4.27060369148261,4.38135259805217,3.79191823310843,4.47644649720947,4.24496314862757,4.1835659121117,4.37232530852358,1.47040671081933,3.93461085396444,3.95707881892,5.43699464065884,4.24648409657391,3.69832962148096,4.42095392611304,3.81054592947801,3.8084880230726,3.79711676511297,4.57355630620312,4.03307054443171,5.16474605972367,4.73557633149938,4.75654297961808,5.33131110115367,2.21132375704161,2.81578034258224,3.39657053282186,3.8238512419538,4.06013387358579,4.88806130781688,3.59705436845572,5.06095526928324,3.55348338524341,3.65661077482308,4.28177242274433,3.97645529070188,3.05502207606218,4.49575911045507,4.81613887157268,4.04971788436004,4.8914677943507,4.64218169213078,5.73392371312963,4.20719006927416,4.44499828686331,4.21186883141248,3.80126214556979,2.58520292985943,5.44662016667584,3.37169824670374,3.11786124220233,3.64512520312669,4.14167801516416,4.74098151200394,3.43041909747961,4.05580301346242,3.39245481576404,3.86106208522204,4.66567700672279,2.57313211780202,4.90501387192049,4.00997413891734,4.39718687894321,4.35550967403436
"VAT1",6.39422258273629,7.24194502677833,6.88045289274377,6.25344096818295,6.39284974772803,5.69769043079503,6.54768116991761,5.29428990190471,6.83921638799861,4.6259133625477,7.31950052259962,6.34963066264237,5.68792850853406,6.77901014301595,8.37299996646327,7.15401807738612,4.22349977993635,6.82528955217727,6.07939944629128,7.18567826925063,4.36464246433592,7.36282929036208,5.46241229306308,6.12682834831545,7.10686126285916,7.95536511786239,6.89361703849138,5.72767544780981,6.43247508807232,6.15706392714296,5.39578259606281,6.46239593254482,7.8442412657914,7.33513127164128,5.87482155149423,7.55613048357554,6.43331001971334,5.98643369051488,6.8973735540417,7.14640065912437,6.92149583884513,7.36309221043878,5.49444761303813,7.11208497989018,6.71412185279119,6.01460078021884,6.1360888252713,6.29555773687225,4.92034094457094,8.22270314696027,6.86840280061408,5.68484678345171,5.87776878537031,6.65364764082483,6.90377341364166,6.87136316288274,3.90023888773608,5.2418783092512,7.73227598416872,6.39747783977339,5.21455226479625,5.11732102370299,5.35864241064499,7.63489089523489,7.61036787099493,4.83496397874681,7.62972817549794,5.68904750573265,7.0943522071899,5.98961589006449,7.2610700270075,6.44726510179882,5.40125500030436,3.30319624698774,6.63489815365788,6.58992823718577,5.43799336811304,6.57487352490732,7.71706631850484,7.26454581374063,6.8380819558992,6.33755054591366,6.57789706142886,5.22616168642658,3.79087627506741,7.08513780541385,6.51334861670285,7.34979871459338,6.76925602110705,5.42998412245383,5.7800738305098,5.32088176164107,3.21116798367419,4.94724534833528,5.19381116075548,6.07982608349949,6.38199277695528,5.82199076847272,6.23095230067403,6.25570843606869,6.68847412809219,5.00634291103782,5.02949705825955,4.48420259334689,6.62601561141794,5.05315479047505,5.53047656800823,7.03321374051604,6.41059550780311,6.44030443399949,7.0612469683658,5.62705229779293
"YWHAE",8.41270109115447,8.52748091579775,8.10533760158045,7.76115892561965,7.28809089306938,8.63699068515081,8.79064498858434,7.89488444094965,8.59738591415809,7.88576347387386,9.23486771504741,8.31655759755879,7.9332244327641,7.86313934668417,9.12931135531924,9.19635868577378,9.18396035441462,8.61662603049339,8.26040679786759,8.40778185849832,8.29526843787924,8.62720919595744,7.47938417572876,7.99921644893589,8.29503879420557,8.8706143951961,7.80381469094896,8.38651351512794,7.94872348070348,7.94726288447195,8.48406157866304,8.755892363259,8.64850499004671,8.99684347173373,8.13278759728914,8.41891094657691,8.90445700195547,10.1332719591922,8.66178165997757,8.61198750264392,9.07895400909768,8.43609102902716,8.25139246128369,8.44630172700888,7.16833114556471,8.61003191105539,8.87375476605842,8.70874248947936,6.87616083320294,8.83235523202923,8.21868915623769,8.8087100323392,8.40943761081047,8.51345521467947,8.64393192927623,8.27668741185573,7.79006172141113,8.31687432931414,8.23016938237552,8.34230139116029,7.60778154777819,8.32751222559952,7.6605022626293,7.95803644273093,7.33352212846902,9.95167958047631,8.15345576438476,8.56415330159243,8.40561377268734,8.66220906080405,7.37747951912281,8.97191998501689,8.26824255298675,7.00855187618757,8.53076135831859,8.04510982456884,8.56400082946915,9.01089450249801,7.58812244700419,8.53134636750743,7.48471013211327,5.69351483539501,8.93925890633733,8.95814957446562,8.72158114611159,8.90644268950055,8.89287973501004,8.93245395076272,9.63341486223801,7.65807577733101,7.95734005209587,8.77165782912073,7.42769834946919,9.09090899092,8.72113679401197,7.92677631891786,8.19451556442644,8.59749765396861,8.11051462985706,7.83232674694693,8.65614237488401,7.51009952473439,8.31397590440736,8.40803671334249,8.39326602633481,9.4112800535837,7.94480574900354,8.3919781778117,8.67295918179687,7.93999638962586,9.13358150589001,8.66661813763653
