"","Patient185_T","Patient168_T","Patient102_T_P","Patient169_T","Patient156_T","Patient48_T_M","Patient150_T","Patient63_T_P","Patient155_T","Patient125_T_P","Patient135_T","Patient148_T","Patient15_T_M","Patient152_T","Patient21_T_M","Patient133_T","Patient163_T","Patient8_T_M","Patient4_T_M","Patient99_T_P","Patient105_T_P","Patient165_T","Patient38_T_M","Patient126_T_P","Patient10_T_M","Patient22_T_M","Patient16_T_M","Patient72_T_P","Patient6_T_M","Patient23_T_M","Patient134_T","Patient83_T_P","Patient121_T_P","Patient18_T_M","Patient132_T","Patient184_T","Patient77_T_P","Patient131_T","Patient9_T_M","Patient79_T_P","Patient74_T_P","Patient141_T","Patient34_T_M","Patient187_T","Patient146_T","Patient116_T_P","Patient82_T_P","Patient94_T_P","Patient183_T","Patient166_T","Patient170_T","Patient173_T","Patient7_T_M","Patient11_T_M","Patient151_T","Patient31_T_M","Patient67_T_P","Patient36_T_M","Patient17_T_M","Patient154_T","Patient87_T_P","Patient1_T_M","Patient100_T_P","Patient153_T","Patient75_T_P","Patient61_T_P","Patient35_T_M","Patient32_T_M","Patient25_T_M","Patient98_T_P","Patient117_T_P","Patient14_T_M","Patient58_T_M","Patient108_T_P","Patient147_T","Patient24_T_M","Patient47_T_M","Patient179_T","Patient45_T_M","Patient140_T","Patient112_T_P","Patient96_T_P","Patient62_T_P","Patient144_T","Patient188_T","Patient130_T_P","Patient27_T_M","Patient162_T","Patient142_T","Patient127_T_P","Patient33_T_M","Patient20_T_M","Patient30_T_M","Patient13_T_M","Patient78_T_P","Patient44_T_M","Patient172_T","Patient19_T_M","Patient40_T_M","Patient42_T_M","Patient73_T_P","Patient86_T_P","Patient137_T","Patient37_T_M","Patient159_T","Patient158_T","Patient181_T","Patient76_T_P","Patient145_T","Patient167_T","Patient106_T_P","Patient149_T"
"CYP4V2",4.22040735060613,4.41690728223451,3.41967371652588,5.62880275204203,4.54108112323906,3.13930576638392,6.1125124867986,5.32520649833384,5.68932711947119,4.44764531304673,4.46995107837239,3.50855542157028,4.51985637480243,5.60528689893373,6.23191235650222,6.05356753835702,3.55961417400753,4.77878680035692,5.32412652894449,5.36039939527477,4.50150283889813,4.69771822758397,3.66459661308986,5.64676749432866,2.00396196615242,4.22658559479313,5.38684542729919,6.80478928214714,3.10785522562115,4.79965722385807,3.85808048790655,1.84438565300257,5.98643369051488,5.06052301405442,4.51922736579312,4.63465134678722,5.52265214410384,6.87345641689823,2.68728469191785,4.72252067097555,5.3681048081925,5.72794767496755,3.86799527533758,4.60294377766314,5.85825458376136,2.84016106714084,5.58439132088066,4.56138724041365,4.01890118330868,4.7772092797439,2.74006405884686,3.11619838466359,4.34205688428348,4.23273749384734,5.62821950324556,3.15072213308598,2.04649106019403,3.62187604894739,5.29869496893632,6.21569800841276,3.99647913804195,4.0453555955959,4.42767321095672,4.09178444720043,6.55291496865932,5.55185434992428,4.98052805310533,4.45555737551287,4.00279251726335,5.8926581669272,5.20597891877535,4.96074336788096,4.23656915189719,1.84839759952819,5.40261986409519,5.30564226687499,5.89968319192113,3.06712239296616,4.52925874802543,3.97462108405867,5.98438427805962,2.23603333200584,2.78471335743699,3.7560625527967,3.78983356394882,3.88469559507297,5.49540736230242,5.15829662855486,6.0078906626625,4.62824867128618,3.6961051278772,3.20335779222588,4.72906326957773,3.57785175516092,3.90890895614283,4.10693452559571,3.8915164002177,3.3506386808415,4.18435964839982,3.8719421898871,4.6668133897841,5.60024001427108,4.36953627852947,4.06013387358579,4.14004239904781,4.97227908341431,5.29024007393789,3.86403753321931,4.87140012899743,4.81254956588057,4.0644517716997,3.59466797300483
"RPL37",9.44414731216877,9.2560458895503,8.98444979043614,10.4617771642652,8.72853619060625,11.6093546770968,7.78758265036399,10.9651933800469,9.17377955777019,9.43145790609308,9.91957993558347,9.85823126857063,9.62379189020076,7.55283045517944,8.81561065047952,9.87028919190451,9.03532423348762,9.95990198286516,9.437566912845,8.63452429737841,9.72771798668939,9.70466623574779,10.3503436431577,9.22443827669287,9.38039829079577,9.75206447351849,8.93171555514858,10.0970194717552,9.93906639347782,9.66418236612761,10.007687474763,10.8712360846389,9.1754522449655,9.51643085504362,9.79970416727516,8.29453344941669,9.19768604563488,9.41200027735821,10.3626353561015,8.93825932341031,9.38883745039579,9.53444101656686,9.06886155965285,9.11090346373903,8.82759993677282,8.63372544479918,9.75335215220858,9.76565242463777,8.99633507375873,8.76716150181258,9.01033508093771,8.91238340632231,12.2866706662693,9.62875719421997,8.65317111066662,10.1418529673947,10.8719675939948,9.73618373467782,9.25684790970156,8.86096590069167,10.304808758595,10.8677968738364,8.73735213956421,8.30957184822465,8.88117821501485,6.99843247208124,9.20655287690944,10.050639093023,9.28524268126294,9.54255019688978,8.84354737785183,9.8686389273569,10.0250024858923,9.53218251870494,10.3202827100428,8.51893242338769,10.5633879195684,10.221237883967,8.79188242828754,9.45604838754821,8.76517336434184,7.49105939576952,8.36947084592957,9.14593469249972,11.3101247955801,8.91758391779706,10.6934878286918,9.46942000363076,9.80472959929474,7.79838107290094,9.29407159324985,9.31315740417794,10.0444228090313,9.82535793166313,9.49948915456774,9.30991057493925,9.80355156756076,10.3738558926237,9.15497249447109,9.74104726289263,8.45430340678593,9.00475698728846,9.50894556261662,9.77607272495412,9.29744593879368,9.54836148237248,9.14088343956369,9.30170423901258,9.22959032594867,9.02350764659932,9.53124693267968,9.0861654237115
"SKP2",5.66933863520751,5.74203316680028,4.34347888926864,5.75811659129185,4.63755228688009,4.36113669122449,3.85409541516792,5.65623892777207,4.72634079171501,4.54541242915416,5.25327076434108,4.42162726461164,5.12643603949217,4.49319898371805,5.48867567078865,5.44231321552974,5.99799235594499,4.36674184631418,4.97043955616131,5.26043973133057,4.81716274943467,5.03170395926032,4.24724396967738,4.51102519398807,6.6009684491812,4.9378622380206,3.40067454196401,4.62240329624248,4.6276651983991,5.33988562454462,4.59759076386677,4.52988339950768,4.77983752327645,4.94818031161669,4.98963859483288,5.67358468968192,4.59997233353951,5.36950138151217,4.42834342143095,4.71704574868684,5.28543921056853,3.82893617264046,4.07647358435656,4.28473620590548,5.86024276004664,5.79418189683192,3.77410178142063,5.10143997589442,3.08763256009542,4.37302172437071,5.73283900035441,7.15957873258895,6.90461655964535,4.00548981651762,5.41586005176066,3.63818971164694,6.31869644797863,4.63465134678722,4.4243174803758,4.81100855415438,5.26344761866941,3.69721780342278,4.97595111629839,5.60676792300426,5.72085302068528,2.95438245257679,4.11860890325427,4.70215882988446,4.75867627643337,4.73882186931049,4.85154917371361,5.27504430670471,5.09385591861263,2.2237314451381,4.81460169103136,5.38408435367657,5.95793780782597,4.03483196952188,5.38822398505047,4.15469661382774,5.13877351989242,3.88567197237125,4.8644833216069,5.1010196836812,5.12188573022345,4.12192716138065,5.83139592485501,3.73779490541058,5.69379358472753,4.79290739669939,5.1127418285353,4.87533775224191,3.97094566001896,6.20537296202459,5.35617903184222,5.85825458376136,4.88708654676436,4.06186258392491,4.95563828456078,4.41217180706179,4.0453555955959,4.67587237353612,4.98189830747373,4.18118207971062,4.89049533296045,7.22169344662941,4.75119589577246,4.81408893333443,3.75499436450498,5.43599522134149,4.91173951114398,5.82708224925926
"BTF3",8.60777784971223,8.80809861996991,8.96702735210221,9.86944116086028,8.67257031139516,10.0722947558532,8.09798469438893,9.90195445555063,9.58642887091175,8.83782027968737,9.3316805874438,9.42353825429817,8.58913052147572,8.50827413770407,9.14246704778483,9.65254206485472,8.76785670315552,9.36251591468694,8.53900755289249,8.66565924363325,8.93743561712636,9.24579273933277,9.25941609019959,8.64162188996324,9.97911218444501,9.08666967138455,9.22231432691313,8.55888367902998,9.86751196170473,9.63811185951584,9.36385221816731,9.90580967230138,9.05934716503003,9.59389714453173,9.82158426705548,8.19967725195401,9.34771215695728,9.27155873750737,9.72248480944047,8.53181420412029,8.91865754914602,9.59176729408435,9.03053196345767,9.1932074644033,9.32494782930024,8.85845041648918,8.76765810838187,9.17866734055574,8.48993223223627,9.33998580574816,8.32706305515186,8.57867837067732,9.43733803121013,8.86972029520113,7.96000772601244,9.37905556585403,9.83134049983572,9.26683572264206,9.19549770718421,9.14124118048899,9.01259939971986,10.1926639216145,8.25375768299264,8.56883397045591,8.87073767585919,8.89606291419052,8.06722459674126,8.32535493092237,8.85928939865107,8.81785025948294,8.28137833687506,7.96498192314218,9.16950164860034,7.9910739458745,9.81522476678315,8.15851375779584,9.4844221459168,9.76422637938682,8.26786815642035,9.38776102272134,9.22328014628065,7.63873274918126,8.93893558764195,7.7075040845875,9.83229034852329,8.79704865555472,9.49317696292833,9.69877584491419,8.94831174224677,8.01112100652731,8.08646003191508,9.17442889055124,8.73630383148559,9.55219068122758,9.03202092393752,9.2111606813849,9.53268904125329,9.21745127269523,7.8905743699189,9.51199176559489,8.67161536668911,8.41325134070292,9.46479281495243,8.8660765079378,8.5035912313138,9.95166501171357,8.78969991210563,9.72577693718725,8.61563331496224,8.39468133315992,9.30947862759037,9.41051707160335
"RNF145",4.74044190433723,6.02991662930829,5.2118299043577,5.47738590999818,5.69546495064313,6.49810722923412,4.00997413891734,5.47381937513393,5.50560515637189,4.73015082384196,5.98734360684461,5.52390690710689,5.57534258823593,4.76452662930399,5.34486399594654,5.29392220513423,6.03630551007057,6.3134454059617,6.22189640965925,4.29432666642801,4.45226595448108,5.3223247814817,4.84854783070633,5.37715846225952,4.95981651356178,5.81816033121595,5.75704992331409,5.8802202227087,5.02595897968697,4.79965722385807,6.57910470401929,5.73717296667379,5.42461981596579,5.61914886405474,5.77823486433353,5.81431969685084,6.02394281987974,5.8275904104596,4.87779332037437,4.86497848053574,5.34202131619451,5.96234079341018,4.00548981651762,5.42629830535944,5.14897476615853,4.35127496122169,6.41127369706752,5.57382893290057,4.29359119789613,5.57110034482037,4.72142734741075,7.20487432287404,6.67342922152358,5.16715718260609,4.37719317455434,6.32824407381031,4.70382053824703,6.14304641827845,6.0609336595974,5.04574874217359,4.59580200304798,5.97546969449628,4.83748917550033,4.66510847935065,4.95098157143512,5.91650052991948,6.67935341828162,6.59262148018032,5.82555669083556,6.48189628066941,5.57352601116745,5.60261721822949,3.79399989430343,3.61129043536431,5.44463394065702,4.86794587051108,5.88095484237335,4.85154917371361,4.7939478893635,5.18233475719775,5.3223247814817,4.74958789845832,4.99643394295272,5.80144323429171,5.09891638403048,5.36320612759339,5.85227356243289,5.7800738305098,4.88611112666643,4.85554127626679,5.3575871918729,5.09681001350959,6.4998618283768,5.46044770497316,5.77613031438481,4.37162855634116,5.22036865326185,5.23001082571499,4.95842511464898,4.74582892019603,5.38581064383717,5.12560977731163,5.87654150286735,4.90212182917416,4.49639843291562,5.48191242153794,5.23806074453287,5.0751475188171,5.48867567078865,5.58228502065123,5.28765697899618,5.28395880199258
"MDH2",8.04319684157813,8.61408773178311,8.36890363905072,8.32602943210078,8.27006634617352,7.5396318754619,8.70674119494777,7.27343196627253,8.0776222120783,7.81782148656191,8.04352496172031,7.88765320677431,6.34378088484548,9.15883939039741,8.94682149353335,8.75492423698618,8.75992479093604,8.01881774825153,7.86505892781203,9.09194043952808,6.91349980827267,8.63296249083931,7.14078887892572,7.97848738891181,9.33306811494984,9.13075330118335,8.11129740997918,8.65302776253254,8.36680740280061,8.09677312463142,7.68096425610034,7.4263570171324,8.51783077200385,8.52007253332602,8.14103932330073,9.17694852956877,8.41413976226718,7.29912557631515,8.81832972370357,8.67557249818005,8.36282490795482,8.18274691392954,8.73074523349326,8.63390704104953,8.76211955563238,7.95129054402607,9.06835104804508,8.05545055933727,7.03849105429808,8.72158114611159,8.12324715650483,9.04538017039599,8.13694498610177,8.54817071889515,8.55593499462446,8.77544896642006,7.2915943496229,7.12908720933074,8.82365702385197,7.55705007611339,7.47030095182566,7.21956544905286,7.48334017369728,9.33300100723658,9.01772986983506,6.50781049390324,8.45434453780125,7.41583470611906,7.84034363377358,7.06921881032227,7.75789665556735,7.52145125538059,8.16204383155985,5.31183003892385,7.91085855649228,8.34505478783412,7.62352305736978,7.71644909635079,8.62979737623001,8.33163804535827,8.80423107039031,6.82617982207453,7.87848626190509,8.27165444076133,9.20119520343498,7.82979249008298,7.21238451575457,8.47253244882684,7.48124242368907,7.6700967644102,6.42611376708787,7.90298402337377,6.54536609115333,7.85904396917443,8.75040887101839,8.13668870380752,7.55267678162185,8.53912390677351,8.36955808873664,8.95303528825725,8.76911383561234,8.13648364518811,8.10832058329185,7.02526139702222,8.97965669394042,9.06307414707138,7.31434305832281,8.75211633733838,8.15866522396253,7.90171768672431,8.74285171337763,7.91127812579785
"CCT6A",7.5153134911642,8.33597535387504,7.21306532590677,7.08810978733205,7.43246673631527,6.48898087898447,7.31751210654384,6.34520119240498,7.22101669690273,6.59575725559912,7.52998487983276,7.61692371199993,7.20634041689973,6.36178590181057,7.72874364466548,8.66573029467922,7.23678916314245,7.20389609849519,6.791175915088,7.60889053979806,6.55060828001096,8.67793453258969,6.19457958407275,7.38518078728374,7.14813080237294,7.80697487643595,7.15168634202967,7.3366493717402,7.99831399248264,7.46385946464551,7.35852813254825,6.88436591853695,6.92612991960643,7.85817375615575,6.98254872266542,6.87025373877325,7.54273009912729,7.32949140075056,7.44262009692281,7.13320387569718,7.09308474874797,7.63474571910575,6.33165147983659,7.51112800947445,7.47671380621338,7.46940575755464,8.0776222120783,7.21937183899279,6.11875423680771,8.06118755296554,6.68595416056753,8.04210256849054,7.18518268849302,7.73755832987925,7.38155160300296,8.11114088792886,6.14365871564817,6.13793380895006,7.72595242007048,6.56987079451461,8.09307946534097,6.56743896951069,5.761843730818,7.23017418685079,7.66782827519731,6.58947887413523,6.87013041674825,7.28836779127776,6.74148046946937,7.56910369237242,7.51578655505187,6.83669421527576,8.18085896604805,4.97778363382386,7.54334894623825,7.27081857357977,7.44601631225717,7.17063615494251,7.94743823411615,7.40880525281262,7.07393802573229,5.80066697967748,7.14375053784427,6.80504734173783,8.21145517773891,7.59954840411438,6.84838507955717,7.95152368707963,7.58226243648998,6.49603085711879,5.87457567668267,7.08237261514276,6.35457557709959,7.5095454214176,7.67186654303908,6.67794510017125,6.78569439559642,7.47574153597195,7.66647967009965,7.87805704531929,8.06253729918781,6.83479968787191,6.80323995449172,6.33111400309955,7.40438374289953,8.0877333212138,7.04637100523033,7.81314626570519,7.56423334300693,6.71109563235686,7.86833488772831,7.17922240277072
"NONO",7.1084303649029,8.03815629871303,7.66974254801308,7.04975055174217,7.6080773623467,7.44411210288948,8.07280789273311,7.42383865274393,7.90099356641135,7.80961380432977,7.55720328456471,7.3102583122483,6.77848457583283,8.25456097585409,8.03056230947202,7.64624187645576,8.93634642626908,7.60355958634463,6.88668426588257,8.22096351025615,6.57759499276414,7.95699173068203,6.91349980827267,7.70301069451466,8.70763867030428,7.98704226062087,7.61604151403773,7.56857179801531,7.0970945531559,8.67161536668911,7.73728791033199,8.3680305774031,7.74255197037928,8.28591539408662,8.07280789273311,7.86351107790122,8.0830058861229,7.96798127822021,8.07007263015949,7.99435909447538,8.24859650305096,7.75308969280431,6.82833962166907,7.93676159327811,8.19510640711605,8.29934999091341,7.62110680107762,8.14195895003254,7.02902213328631,7.90111427837271,8.46091044257946,7.32229773813307,7.85231726391083,8.32170716529388,7.81321041228381,7.53107729274294,6.53420170541787,7.25626530995262,8.44642580276944,7.7627540847919,7.78653755518791,7.62929104154186,7.88099768364255,8.08502623690522,8.2052116564523,7.37496121082064,7.95763025571297,6.87652922476842,7.51310380635082,7.76924940813895,7.44560256744778,7.11915901738177,8.26228750513317,5.85202381430345,7.46418630807006,8.65853640964561,7.47962669167761,7.63923939986356,7.87129538921234,7.74880334946358,7.98931501814499,6.83062294953541,8.45496136235582,7.0501860461696,8.86161734793515,7.83611980478883,7.53839072060857,8.27668741185573,7.87178821602633,8.09661501875492,6.53886403684752,7.84668761790519,6.82095755226155,8.83308299335719,7.97934516248033,7.66164272744203,7.30716437123685,8.43279659396154,7.11791317563001,8.69035074232726,8.18829706296426,7.19466822197025,7.86351107790122,7.04090338667335,8.17862003838516,9.32784676670533,7.72226791353899,8.17617813680861,8.16068325477949,7.2614461917021,8.24760002246764,7.7459834998255
"MAGEA4",-9.96578428466209,1.72726701073491,6.66719671712765,-4.608232280044,-2.24468509595491,-9.96578428466209,-9.96578428466209,2.14437273429198,-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.78090894175381,3.82995101162497,-9.96578428466209,-4.29335894269062,-9.96578428466209,-9.96578428466209,-5.57346686188333,-9.96578428466209,5.63287890469456,-9.96578428466209,-1.9378782880922,-4.608232280044,-9.96578428466209,-5.01158797427526,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-2.38835545662634,0.832687516439527,-9.96578428466209,-9.96578428466209,2.41980852893927,-9.96578428466209,-3.62593428177746,-9.96578428466209,-9.96578428466209,5.61562228095169,-2.38835545662634,-9.96578428466209,-9.96578428466209,4.01086933318836,6.6290797126404,-0.913216233857936,0.202887833470151,-0.166502663140165,-2.24468509595491,-9.96578428466209,-9.96578428466209,4.94349942421362,-9.96578428466209,3.72366776968085,4.9350353633219,-9.96578428466209,-1.35475948735474,-2.72737954533702,-9.96578428466209,0.323081789503728,-9.96578428466209,-6.50635266602493,-9.96578428466209,-9.96578428466209,6.95989763709057,2.25126462889425,-9.96578428466209,-9.96578428466209,-5.01158797427526,-9.96578428466209,-9.96578428466209,-2.05289494843212,-9.96578428466209,-9.96578428466209,-1.83135796444116,-9.96578428466209,4.83142126129752,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-4.608232280044,-9.96578428466209,-9.96578428466209,6.52686695724321,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,3.54979236743387,-5.01158797427526,-9.96578428466209,-1.63935479753978,-9.96578428466209,2.20820508950445,3.65087941879937,-5.01158797427526,-4.29335894269062,-9.96578428466209,-9.96578428466209,4.67134999205501,-4.608232280044,-9.96578428466209,-9.96578428466209,-2.93236128312465,-0.859875776090932,-0.492078535042672,-1.35475948735474,-9.96578428466209,0.576280257621361,-5.01158797427526,-9.96578428466209
"RPL10",9.83157802064211,9.64548011076557,9.73528692138272,10.6230593401825,9.78290158933163,10.524562282843,9.50315192554539,10.616274062315,9.72698614315564,9.92641609080834,9.67111819160359,10.0781121040183,9.01030710416468,9.70582415802789,9.1895799716943,9.4511101196447,10.0370128795047,9.76170247480313,9.07716554173585,9.87791445584111,9.80832229823564,9.68134559951021,10.3799425541247,9.36284462868263,10.0617505506468,10.4780324131552,9.29402562932336,9.72681589376456,10.981796296914,10.1966279435873,10.2399218762667,10.3880937246245,9.46371031773071,9.64749620226442,11.1022257251697,8.39129085490917,9.44869657138597,9.92803122614656,11.0655851011957,9.6199099886027,9.27912534537507,10.102226381423,9.80711498965074,9.64774801571979,9.73964730196744,9.16754610093483,10.186957319612,9.78630393822106,9.82561233849717,10.2511995247132,10.7269342192207,9.35467033619068,9.89214964575583,9.96409678762499,9.04976960737348,9.81648931156675,10.5393536781239,10.1498245860846,10.2122665570591,9.4989309602577,9.72991129244691,10.6404356558547,9.39143908660361,9.9467907957637,10.1763614228645,6.0570386337976,10.0999408110877,9.37071137888214,9.71992096259662,9.46595610429764,9.55219068122758,8.99115616582491,10.7469685558027,9.13388970217181,10.5612793519855,9.13840236648578,9.77603981567585,10.4307044785848,9.24074602367235,10.0447369919214,9.94277985471832,9.27391445933736,9.0484895986263,8.69620599946688,10.3329887038172,9.60203256645915,9.37706082945232,10.1590526525392,8.86124512838784,9.33876089147067,9.75572382246149,10.6611198293252,10.2740065109391,9.80154832000204,9.55583724021454,9.8895511145084,10.7679121393157,10.8546276543394,10.3874260899185,10.8747900511244,9.62124786056257,9.67216188463172,10.4732399944012,9.9662184705277,9.73887083452503,10.5645029736658,9.30024043534154,9.85214088912234,10.3344643654892,10.2004339750702,9.50928214777095,10.2399934562144
"CSGALNACT1",5.29428990190471,6.09193250812181,7.13299832112489,5.39132093213677,4.38342782142623,2.10802256251641,5.70545268720709,6.19063461219697,5.50814338146134,3.49069847838819,5.56288347957083,1.26363540356833,5.55707305841834,4.84000996004033,3.55102375624274,4.03747008138869,7.50431052924749,6.62805906848021,6.60007643750354,2.2390924829419,5.88511063616725,5.68512721245405,4.26985602612545,6.55644474361975,4.84000996004033,3.95707881892,1.15769051358205,5.44562739548274,4.8304074563713,7.03233230836827,5.7112470942349,6.08217033558846,4.16599230967975,4.49127590286693,4.41217180706179,4.48291280287084,5.86915580198304,7.05789427665126,5.02019103144188,2.93564832306742,6.13115730247632,4.52800863309872,4.41690728223451,6.10057824504013,7.38077273147564,4.36813973900714,5.80092577762618,7.21772510359249,2.99476072854958,4.57295028458583,5.59248693737359,6.7004535901421,4.9122187163038,3.49069847838819,6.31743070387141,4.53113189168104,4.37788724511564,6.24490608187577,5.46208504744155,6.94791157172695,3.49965457781943,3.3548752589865,4.16599230967975,2.46754034205384,3.68717269447643,3.97370310550842,2.06729452146854,7.23132679844536,4.42566070941086,4.81665090133419,4.69493589423511,5.27094001452217,6.36965841144305,2.68728469191785,4.65941084925696,7.39112327030418,6.36861122224556,4.91173951114398,2.92428995151822,5.00634291103782,4.29506176021793,3.04456898088717,5.31654402178666,7.21937183899279,5.6340414075603,3.80229663223457,4.4627721775331,6.75128964031577,5.36635718824712,6.64531257641451,4.77352167630252,2.66698377006666,7.40905992695229,1.98221784631559,4.61300115280499,2.16059754588055,6.08089212486925,4.8420234212246,5.17994888794988,4.40197171479242,7.12164747797683,5.04618544608809,4.4867787201702,4.21342505295477,4.81306287088879,3.71270582163856,5.09343341083685,2.97654693984849,4.52048510968595,4.56748460395857,6.02305570356402,3.40612845656202
"RPL7",10.7443722021247,10.6748993156233,10.6178081251734,11.6344712055609,10.406726917831,13.2138987288996,11.1245226509916,12.2976560004561,10.5786566733552,10.0478750633837,10.8387871418715,12.3587393751039,10.5294705742248,10.555165238996,10.2749383483182,10.2419128597844,11.6745370081124,11.1834313057038,10.1090353208116,9.57414125433536,11.3895189520044,11.491748396953,12.1525545300771,10.6042576177305,11.5451242405572,10.4702124744039,11.9961525010469,11.5038510743597,11.0042211687012,10.4969745793199,11.3874686339264,12.1403635989051,10.3919964303626,10.8055189876328,11.1664901317859,9.63346935524299,11.1185719187185,10.5120698141823,11.0060812835384,10.2103559861013,10.553927784764,12.4516235090916,10.4114273050358,11.3664047296706,10.2005320624576,10.2690810827185,11.6055772068766,11.2192538451205,10.9471773937923,10.7061169478443,9.94976981873081,10.5572444565623,12.0634392378675,10.875258644171,10.0738349578727,11.2477738629857,12.3536323297993,12.8425312582862,10.8704579676916,11.1392322103535,11.5082459072457,12.5245444084558,9.70906829961704,9.57631616429141,9.91887963144327,10.3743342069904,12.1262788924669,12.3513508874028,10.3780682992332,11.0684027791565,9.97749602532124,10.4384186576855,11.6017062648893,10.0916614922085,11.9372785447322,10.610232204283,11.9522975247552,12.3956040193313,9.90825900391144,10.6085052617104,10.4973538915362,9.62841090774958,9.14205854107833,9.27349490930239,11.151569022089,10.6999463083687,11.7637107492893,11.3466638675793,9.98783387065605,9.36356753594534,10.5198730791157,10.3582566857837,11.6687835135098,11.4984458535766,10.4866449955557,10.883323736893,11.4507375209861,12.422301603188,10.4911325707846,11.1404853485177,11.5469045857197,10.1724037552387,11.1471355874033,10.7085157580592,12.1700442818434,11.7052267343355,10.2916783741641,11.6955680418455,10.3761590409124,11.3901049902852,12.0822159175029,10.65744440074
"STOM",6.32788493089489,6.60022514442221,7.20887812253293,6.10099866585612,6.26211364257724,6.84851027437839,4.91700203370872,6.40209113259822,5.06397743500601,6.74834046664593,4.64564402339752,7.54728786852732,6.25495300934363,6.90786408624498,8.15851375779584,7.4051499745864,5.39475420531388,7.17073628924951,5.79079809786942,6.2328717738765,3.68829227783301,8.14175463919019,6.0078906626625,4.81971926952684,6.28468069094479,4.61123140891171,6.60393784447444,6.35827317186174,6.17634272127247,4.13922389508799,6.73878134511748,5.27243383572255,6.02349932990809,6.38803451145173,6.42443506285628,5.82479330625399,5.72549577933848,6.14141235369477,5.85451935217793,5.99437606719181,6.62104084645675,6.42712005283161,5.81534486613303,5.89799062556097,5.83367442449824,5.65595282634709,8.25508051534983,5.91387075332386,3.98011672288323,7.13710385826391,5.81329379857227,6.97522892333858,6.458464032792,5.17116678759074,6.24490608187577,6.62528510331041,4.15307569905592,6.99707783935046,6.83871230607914,6.46599078449141,5.05010984413388,4.30166080372604,6.52858694589878,7.04516990579749,5.06225125844772,3.41562347512092,6.74525078000743,5.06052301405442,5.70074487135583,8.33820599718479,7.38483554374999,6.98494246212224,5.20441464002743,2.19880843205028,6.05139385510106,5.88340087649701,5.39028935493516,3.7247593973365,5.45190343930665,6.78778505003245,6.35157532943803,4.81613887157268,5.95119144681825,5.72003215711902,5.18352621383175,5.48867567078865,5.94722196648815,7.27296563607669,6.69322209061924,5.25780267573782,6.61015375172328,6.03322475501077,5.65566666817396,5.08240455142731,6.21744400214011,5.04705845754608,6.42460302120621,6.93181304502284,6.50113656148975,5.16635392263105,7.47298320664059,7.23994215761245,5.83038210211805,5.36215424276512,5.7444571406685,4.46929992515638,6.86072696297968,6.55996590351748,6.15362296141511,6.94451881040906,7.27352521422628,6.53513537785668
"GSN",8.82445283372931,7.09519656129197,9.89704524913873,7.44642993844435,8.21529515993324,6.07811877714691,8.83466381782257,7.23401264979023,8.52293848301033,7.29168643105473,6.46794784388996,8.53473475078111,7.43062817341549,11.1901030660127,8.3961380773356,8.97235089236914,7.61942034731159,6.77361398135738,7.65170470381021,8.21675070758226,6.03035815125965,8.23343273738432,6.87505509375822,8.0394180864068,7.09065233658218,8.78806901460084,7.70127873421992,8.73023575450207,8.2103352845373,8.97286781135957,8.14624280750684,7.18508355190977,9.40105229323151,8.83042330255331,8.57004922019962,10.3372550495827,8.23707130237304,5.90161512510803,8.52246775883903,8.74029010330934,8.34509915442454,8.57769694800941,9.93837548698946,8.63263538701603,7.91558662840252,8.42966198912144,9.64171038927692,8.28896294252315,7.97505118551557,7.55559378377841,8.21437255296095,7.58346643198312,7.58301505141379,9.18779990729228,8.87544527082066,7.930447586923,5.69963491377697,7.23936939819452,11.554555757562,9.66149487428,6.38837899039725,4.89632029309277,8.30342002932514,9.58402481998927,8.77208689224516,6.51224269158778,8.18903876782673,7.0937186171573,9.03557167706687,8.36392009563374,9.3971633427814,7.82820631592735,8.33181716145049,2.99476072854958,8.07420034706267,9.62410272285972,6.20106529593971,7.39009155170724,8.45055556717162,7.94322394916897,9.86164681121411,7.39764040997653,8.96113420602468,7.64544948765986,5.97684475937224,8.14654831113243,6.48624777041821,6.77861598557924,9.09771876297315,9.08377448450948,8.88227927318503,9.09394832569684,7.70211033465271,6.38786224112926,9.4358806603217,8.33597535387504,9.10433928098794,9.56708335165517,6.33862051669797,8.17926719668575,9.05371142926524,8.74739075662722,9.18653769816491,7.66263989513691,7.30424635308089,6.91911360063922,9.42622491228308,8.27654784392974,8.07874324537202,8.9617709006635,8.05485390228265,8.36256193915535
